      0.05, -0.00, 0.000,-1.944E-02,-1.574E-02,-7.380E-03,0.0698, 6.040E-02,0.0774
      0.10, -0.00, 0.000,-1.946E-02,-1.574E-02,-7.380E-03,0.0698, 6.040E-02,0.0774
      0.15, -0.00,-0.001,-1.945E-02,-1.572E-02,-7.380E-03,0.0698, 6.043E-02,0.0774
      0.20, -0.00,-0.001,-1.944E-02,-1.574E-02,-7.375E-03,0.0698, 6.042E-02,0.0774
      0.25, -0.01, 0.000,-1.944E-02,-1.572E-02,-7.380E-03,0.0698, 6.041E-02,0.0774
      0.30, -0.00,-0.002,-1.943E-02,-1.572E-02,-7.380E-03,0.0698, 6.042E-02,0.0774
      0.35, -0.01,-0.001,-1.944E-02,-1.571E-02,-7.380E-03,0.0698, 6.040E-02,0.0774
      0.40, -0.01,-0.001,-1.945E-02,-1.572E-02,-7.380E-03,0.0698, 6.037E-02,0.0774
      0.45, -0.00,-0.001,-1.942E-02,-1.572E-02,-7.380E-03,0.0698, 6.040E-02,0.0774
      0.50, -0.01,-0.002,-1.944E-02,-1.571E-02,-7.380E-03,0.0698, 6.038E-02,0.0774
      0.55, -0.01,-0.001,-1.944E-02,-1.571E-02,-7.380E-03,0.0698, 6.042E-02,0.0774
      0.60, -0.01,-0.002,-1.945E-02,-1.572E-02,-7.380E-03,0.0698, 6.040E-02,0.0774
      0.65, -0.01,-0.002,-1.944E-02,-1.572E-02,-7.380E-03,0.0698, 6.042E-02,0.0774
      0.70, -0.01,-0.001,-1.944E-02,-1.572E-02,-7.380E-03,0.0698, 6.038E-02,0.0774
      0.75, -0.01,-0.001,-1.943E-02,-1.571E-02,-7.375E-03,0.0698, 6.040E-02,0.0774
      0.80, -0.01,-0.002,-1.944E-02,-1.571E-02,-7.380E-03,0.0698, 6.042E-02,0.0774
      0.85, -0.01,-0.002,-1.944E-02,-1.570E-02,-7.370E-03,0.0698, 6.039E-02,0.0774
      0.90, -0.01,-0.001,-1.944E-02,-1.571E-02,-7.375E-03,0.0698, 6.039E-02,0.0774
      0.95, -0.00,-0.002,-1.943E-02,-1.572E-02,-7.380E-03,0.0698, 6.042E-02,0.0774
      1.00, -0.01,-0.002,-1.944E-02,-1.571E-02,-7.360E-03,0.0698, 6.039E-02,0.0774
      1.05, -0.01,-0.001,-1.943E-02,-1.572E-02,-7.360E-03,0.0698, 6.040E-02,0.0774
      1.10, -0.00,-0.003,-1.943E-02,-1.572E-02,-7.365E-03,0.0698, 6.042E-02,0.0774
      1.15, -0.01,-0.002,-1.944E-02,-1.571E-02,-7.360E-03,0.0698, 6.038E-02,0.0773
      1.20, -0.01,-0.004,-1.944E-02,-1.571E-02,-7.380E-03,0.0698, 6.039E-02,0.0774
      1.25, -0.00,-0.003,-1.942E-02,-1.571E-02,-7.370E-03,0.0698, 6.042E-02,0.0774
      1.30, -0.01,-0.003,-1.942E-02,-1.572E-02,-7.370E-03,0.0698, 6.040E-02,0.0774
      1.35, -0.01,-0.001,-1.943E-02,-1.571E-02,-7.365E-03,0.0698, 6.040E-02,0.0774
      1.40, -0.01,-0.003,-1.943E-02,-1.571E-02,-7.345E-03,0.0698, 6.040E-02,0.0774
      1.45, -0.01,-0.003,-1.944E-02,-1.572E-02,-7.355E-03,0.0698, 6.040E-02,0.0774
      1.50, -0.01,-0.004,-1.942E-02,-1.571E-02,-7.360E-03,0.0698, 6.040E-02,0.0774
      1.55, -0.01,-0.004,-1.943E-02,-1.570E-02,-7.370E-03,0.0698, 6.036E-02,0.0774
      1.60, -0.00,-0.003,-1.943E-02,-1.569E-02,-7.365E-03,0.0698, 6.042E-02,0.0774
      1.65, -0.00,-0.003,-1.942E-02,-1.569E-02,-7.360E-03,0.0698, 6.042E-02,0.0774
      1.70, -0.01,-0.003,-1.943E-02,-1.569E-02,-7.355E-03,0.0698, 6.037E-02,0.0774
      1.75, -0.01,-0.004,-1.942E-02,-1.570E-02,-7.355E-03,0.0698, 6.042E-02,0.0774
      1.80, -0.01,-0.003,-1.943E-02,-1.571E-02,-7.345E-03,0.0698, 6.042E-02,0.0774
      1.85, -0.01,-0.003,-1.942E-02,-1.569E-02,-7.345E-03,0.0698, 6.039E-02,0.0774
      1.90, -0.01,-0.005,-1.942E-02,-1.570E-02,-7.355E-03,0.0698, 6.042E-02,0.0774
      1.95, -0.01,-0.004,-1.943E-02,-1.571E-02,-7.360E-03,0.0698, 6.040E-02,0.0774
      2.00, -0.01,-0.004,-1.942E-02,-1.570E-02,-7.355E-03,0.0698, 6.040E-02,0.0774
      2.05, -0.01,-0.004,-1.944E-02,-1.569E-02,-7.345E-03,0.0698, 6.038E-02,0.0774
      2.10, -0.01,-0.005,-1.943E-02,-1.570E-02,-7.345E-03,0.0698, 6.042E-02,0.0773
      2.15, -0.01,-0.003,-1.943E-02,-1.569E-02,-7.345E-03,0.0698, 6.037E-02,0.0774
      2.20, -0.01,-0.005,-1.942E-02,-1.570E-02,-7.355E-03,0.0698, 6.038E-02,0.0774
      2.25, -0.00,-0.004,-1.942E-02,-1.570E-02,-7.355E-03,0.0698, 6.038E-02,0.0774
      2.30, -0.01,-0.005,-1.942E-02,-1.569E-02,-7.335E-03,0.0698, 6.038E-02,0.0774
      2.35, -0.01,-0.005,-1.942E-02,-1.571E-02,-7.345E-03,0.0698, 6.037E-02,0.0773
      2.40, -0.01,-0.005,-1.942E-02,-1.569E-02,-7.355E-03,0.0698, 6.041E-02,0.0773
      2.45, -0.01,-0.005,-1.942E-02,-1.570E-02,-7.335E-03,0.0698, 6.038E-02,0.0774
      2.50, -0.01,-0.005,-1.940E-02,-1.569E-02,-7.350E-03,0.0698, 6.037E-02,0.0774
      2.55, -0.01,-0.005,-1.942E-02,-1.569E-02,-7.350E-03,0.0698, 6.039E-02,0.0774
      2.60, -0.00,-0.007,-1.942E-02,-1.568E-02,-7.335E-03,0.0698, 6.039E-02,0.0774
      2.65, -0.01,-0.003,-1.943E-02,-1.570E-02,-7.355E-03,0.0698, 6.038E-02,0.0774
      2.70, -0.01,-0.005,-1.943E-02,-1.569E-02,-7.355E-03,0.0698, 6.038E-02,0.0774
      2.75, -0.01,-0.007,-1.942E-02,-1.569E-02,-7.345E-03,0.0698, 6.042E-02,0.0773
      2.80, -0.01,-0.005,-1.942E-02,-1.569E-02,-7.335E-03,0.0698, 6.038E-02,0.0774
      2.85, -0.01,-0.005,-1.940E-02,-1.568E-02,-7.330E-03,0.0698, 6.037E-02,0.0773
      2.90, -0.01,-0.005,-1.942E-02,-1.569E-02,-7.335E-03,0.0698, 6.039E-02,0.0774
      2.95, -0.01,-0.007,-1.942E-02,-1.569E-02,-7.345E-03,0.0698, 6.040E-02,0.0774
      3.00, -0.01,-0.006,-1.942E-02,-1.569E-02,-7.335E-03,0.0698, 6.038E-02,0.0774
      3.05, -0.01,-0.005,-1.942E-02,-1.568E-02,-7.335E-03,0.0698, 6.039E-02,0.0774
      3.10, -0.01,-0.005,-1.942E-02,-1.568E-02,-7.335E-03,0.0698, 6.042E-02,0.0773
      3.15, -0.01,-0.007,-1.941E-02,-1.568E-02,-7.335E-03,0.0698, 6.038E-02,0.0774
      3.20, -0.01,-0.005,-1.943E-02,-1.567E-02,-7.335E-03,0.0698, 6.042E-02,0.0774
      3.25, -0.00,-0.007,-1.940E-02,-1.569E-02,-7.335E-03,0.0698, 6.039E-02,0.0774
      3.30, -0.01,-0.007,-1.942E-02,-1.568E-02,-7.330E-03,0.0698, 6.035E-02,0.0774
      3.35, -0.01,-0.005,-1.942E-02,-1.568E-02,-7.335E-03,0.0698, 6.037E-02,0.0774
      3.40, -0.00,-0.007,-1.942E-02,-1.569E-02,-7.330E-03,0.0698, 6.038E-02,0.0774
      3.45, -0.01,-0.008,-1.942E-02,-1.568E-02,-7.335E-03,0.0698, 6.037E-02,0.0774
      3.50, -0.00,-0.008,-1.942E-02,-1.567E-02,-7.330E-03,0.0698, 6.037E-02,0.0774
      3.55, -0.00,-0.007,-1.942E-02,-1.568E-02,-7.330E-03,0.0698, 6.040E-02,0.0773
      3.60, -0.01,-0.008,-1.942E-02,-1.568E-02,-7.335E-03,0.0698, 6.038E-02,0.0774
