 TITLE = "GEORGIA TECH TEST PIT GRID (140 elements, linear run)                           "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  745, E=  143, F=FEPOINT, ET=QUADRILATERAL
 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1525900E-03 0.0000000E+00 -3.036105     -3.036105     -4.554157     0.0000000E+00
 0.7000000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1526063E-03 0.1499170E-05 -3.036431     -3.036431     -4.554646     0.7457298E-02
  1.400000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1525179E-03 0.2991955E-05 -3.038811     -3.038811     -4.558217     0.1490314E-01
  2.975000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1523922E-03 0.6383539E-05 -3.040443     -3.040443     -4.560665     0.3184018E-01
  4.550000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1517586E-03 0.9641182E-05 -3.047312     -3.047312     -4.570968     0.4839874E-01
  7.050000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1508835E-03 0.1485717E-04 -3.049140     -3.049140     -4.573710     0.7506055E-01
  9.550000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1489611E-03 0.1935570E-04 -3.070834     -3.070834     -4.606251     0.9975444E-01
  13.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1454425E-03 0.2645596E-04 -3.057410     -3.057410     -4.586115     0.1390355    
  17.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1404254E-03 0.3094065E-04 -3.110624     -3.110624     -4.665936     0.1713449    
  25.05000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1303802E-03 0.3756980E-04 -3.035437     -3.035437     -4.553155     0.2186697    
  32.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1194902E-03 0.3638674E-04 -3.016873     -3.016873     -4.525310     0.2296718    
  42.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1069373E-03 0.3139359E-04 -2.910223     -2.910223     -4.365334     0.2135885    
  52.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.9823871E-04 0.2202322E-04 -2.840011     -2.840011     -4.260017     0.1591689    
  65.05000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.9167504E-04 0.1127651E-04 -2.805649     -2.805649     -4.208474     0.8627738E-01
  77.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.9024687E-04 0.0000000E+00 -2.761941     -2.761941     -4.142912     0.0000000E+00
 0.0000000E+00  9.835964     0.0000000E+00 -.1640363E-02 0.2182702E-04 0.2182702E-04 -.1754827E-03 -.3637221E-06 -2.405865     -2.405865     -4.368815     -.1809258E-02
  1.403043      9.836122     0.3043014E-04 -.1638776E-02 0.2186550E-04 0.2173582E-04 -.1752374E-03 0.5258375E-05 -2.404918     -2.406213     -4.368488     0.2618918E-01
  4.559733      9.837673     0.9732347E-04 -.1623267E-02 0.2109153E-04 0.2138977E-04 -.1728949E-03 0.1733045E-04 -2.406811     -2.403862     -4.354481     0.8697822E-01
  9.569196      9.843200     0.1919619E-03 -.1567996E-02 0.1773887E-04 0.2010072E-04 -.1646381E-03 0.3374447E-04 -2.430083     -2.406080     -4.310275     0.1738561    
  17.57950      9.857535     0.2950097E-03 -.1424648E-02 0.9228167E-05 0.1680967E-04 -.1445042E-03 0.4820976E-04 -2.517100     -2.434760     -4.221426     0.2665504    
  32.58205      9.887173     0.3204794E-03 -.1128273E-02 -.5577136E-05 0.9845758E-05 -.1061644E-03 0.4593256E-04 -2.633791     -2.442181     -3.906685     0.2886165    
  52.56842      9.910589     0.1842157E-03 -.8941137E-03 -.9067591E-05 0.3505533E-05 -.8058402E-04 0.2245892E-04 -2.616094     -2.436153     -3.651637     0.1622269    
  77.55000      9.918878     0.0000000E+00 -.8112155E-03 -.7792471E-05 0.0000000E+00 -.7199623E-04 -.7924747E-06 -2.561118     -2.441876     -3.543573     -.6063281E-02
 0.0000000E+00  19.64903     0.0000000E+00 -.3509653E-02 0.4438345E-04 0.4438345E-04 -.2358443E-03 0.5100120E-06 -1.941096     -1.941096     -4.196934     0.2109901E-02
 0.7031004      19.64918     0.3100457E-04 -.3508248E-02 0.4420105E-04 0.4429225E-04 -.2356416E-03 0.6684260E-05 -1.943932     -1.943177     -4.196660     0.2633050E-01
  1.406188      19.64953     0.6188146E-04 -.3504747E-02 0.4422303E-04 0.4420105E-04 -.2350233E-03 0.1379603E-04 -1.941706     -1.941893     -4.196320     0.5461358E-01
  2.988051      19.65136     0.1305152E-03 -.3486403E-02 0.4272659E-04 0.4387067E-04 -.2326436E-03 0.2806976E-04 -1.953054     -1.943539     -4.182760     0.1113032    
  4.569647      19.65421     0.1964702E-03 -.3457899E-02 0.4180904E-04 0.4318027E-04 -.2283134E-03 0.4253835E-04 -1.949340     -1.937877     -4.167443     0.1713632    
  7.079578      19.66142     0.2957764E-03 -.3385803E-02 0.3685266E-04 0.4195410E-04 -.2197002E-03 0.6121771E-04 -1.984772     -1.941319     -4.119281     0.2500375    
  9.588074      19.67072     0.3807335E-03 -.3292761E-02 0.3337616E-04 0.3986738E-04 -.2072676E-03 0.7639246E-04 -1.992654     -1.936009     -4.080591     0.3262688    
  13.59971      19.68936     0.4971352E-03 -.3106408E-02 0.2256152E-04 0.3668894E-04 -.1863577E-03 0.8995038E-04 -2.064292     -1.934910     -3.949001     0.4008302    
  17.60612      19.71099     0.5612256E-03 -.2890085E-02 0.1492337E-04 0.3197867E-04 -.1618475E-03 0.9145877E-04 -2.127104     -1.960114     -3.902227     0.4528250    
  25.11358      19.74849     0.6358264E-03 -.2515133E-02 -.4695153E-06 0.2538229E-04 -.1256395E-03 0.8440680E-04 -2.218919     -1.934115     -3.595078     0.4626765    
  32.60542      19.78767     0.5541829E-03 -.2123288E-02 -.1271844E-04 0.1702559E-04 -.9293928E-04 0.6526300E-04 -2.364313     -2.001673     -3.394795     0.4051712    
  42.59691      19.81711     0.4690629E-03 -.1828941E-02 -.1288921E-04 0.1102380E-04 -.7169990E-04 0.3904393E-04 -2.285523     -1.943072     -3.124697     0.2788374    
