 TITLE ="GEORGIA TECH TEST PIT GRID (linear elastic)                                     "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  475, E=  140, F=FEPOINT, ET=QUADRILATERAL
  0.69999999 44.00000000  0.00024709 -0.01793260     0.0003518     0.0003530    -0.0009257     0.0000535    -0.3854800    -0.3803658    -5.8603274     0.1146004
  1.39999998 44.00000000  0.00049252 -0.01790553     0.0003514     0.0003518    -0.0009220     0.0001058    -0.3688125    -0.3672070    -5.8261982     0.2266578
  2.97499990 44.00000000  0.00103369 -0.01777736     0.0003338     0.0003475    -0.0009068     0.0002243    -0.5032104    -0.4445050    -5.8199183     0.4805484
  4.55000019 44.00000000  0.00154386 -0.01755237     0.0003133     0.0003393    -0.0008790     0.0003374    -0.5981668    -0.4864896    -5.7077146     0.7229986
  7.05000019 44.00000000  0.00224692 -0.01699448     0.0002500     0.0003187    -0.0008074     0.0004808    -0.9741880    -0.6798078    -5.5060118     1.0302791
  9.55000019 44.00000000  0.00279398 -0.01622269     0.0001798     0.0002926    -0.0007180     0.0006028    -1.3344004    -0.8513216    -5.1823527     1.2916148
 13.55000019 44.00000000  0.00328271 -0.01461860     0.0000723     0.0002423    -0.0005434     0.0006181    -1.6518687    -0.9234461    -4.2907460     1.3245721
 17.54999924 44.00000000  0.00337239 -0.01291613    -0.0000333     0.0001922    -0.0003888     0.0005783    -2.1142972    -1.1479596    -3.6379868     1.2392842
 25.04999924 44.00000000  0.00294883 -0.01005461    -0.0000738     0.0001177    -0.0002171     0.0003600    -1.8001405    -0.9794633    -2.4142817     0.7713985
 32.54999924 44.00000000  0.00226578 -0.00798012    -0.0001003     0.0000696    -0.0001268     0.0001804    -1.7804875    -1.0521047    -1.8939143     0.3865684
 42.54999924 44.00000000  0.00144878 -0.00643567    -0.0000711     0.0000340    -0.0000894     0.0000668    -1.3883217    -0.9377802    -1.4668633     0.1432420
 52.54999924 44.00000000  0.00084424 -0.00567043    -0.0000477     0.0000161    -0.0000814    -0.0000028    -1.1736671    -0.9003016    -1.3180677    -0.0060910
 65.05000305 44.00000000  0.00034813 -0.00532706    -0.0000338     0.0000054    -0.0000798    -0.0000031    -1.0719710    -0.9043089    -1.2690769    -0.0065752
 77.55000305 44.00000000  0.00000000 -0.00524905    -0.0000219     0.0000000    -0.0000815    -0.0000044    -0.9803838    -0.8863927    -1.2355981    -0.0093729
  0.00000000 45.00000000  0.00000000 -0.01891583     0.0004007     0.0004007    -0.0010234    -0.0000011    -0.1847977    -0.1847977    -6.2882786    -0.0023285
  1.39999998 45.00000000  0.00055731 -0.01887384     0.0003976     0.0003981    -0.0010179     0.0001343    -0.2010552    -0.1989608    -6.2675714     0.2877066
  4.55000019 45.00000000  0.00172977 -0.01846908     0.0003451     0.0003802    -0.0009564     0.0004208    -0.5013035    -0.3511747    -6.0791792     0.9016117
  9.55000019 45.00000000  0.00304918 -0.01695502     0.0001744     0.0003193    -0.0007442     0.0006979    -1.3991245    -0.7783160    -5.3359481     1.4954987
 17.54999924 45.00000000  0.00351820 -0.01329942    -0.0000547     0.0002005    -0.0003748     0.0006126    -2.1973120    -1.1036940    -3.5689280     1.3126508
