     COMPUTED NODAL POINT DISPLACEMENTS,
  NODE  R-COORD  Z-COORD  GRA DISP_R  GRA DISP_Z  SUR DISP_R  SUR DISP_Z
  1305     2.00   405.00  -0.173E-05  -0.192E+00   0.447E-03  -0.129E-01
  1306     2.50   405.00  -0.222E-05  -0.192E+00   0.557E-03  -0.129E-01
  1307     3.00   405.00  -0.263E-05  -0.192E+00   0.664E-03  -0.128E-01
  1308     3.50   405.00  -0.304E-05  -0.192E+00   0.770E-03  -0.128E-01
  1309     4.00   405.00  -0.351E-05  -0.192E+00   0.873E-03  -0.127E-01
  1310     4.25   405.00  -0.376E-05  -0.192E+00   0.923E-03  -0.127E-01
  1311     4.50   405.00  -0.399E-05  -0.192E+00   0.973E-03  -0.126E-01
  1312     4.75   405.00  -0.418E-05  -0.192E+00   0.102E-02  -0.126E-01
  1313     5.00   405.00  -0.433E-05  -0.192E+00   0.107E-02  -0.125E-01
  1314     5.50   405.00  -0.465E-05  -0.192E+00   0.117E-02  -0.124E-01
  1315     6.00   405.00  -0.496E-05  -0.192E+00   0.126E-02  -0.123E-01
  1316     6.50   405.00  -0.525E-05  -0.192E+00   0.134E-02  -0.122E-01
  1317     7.00   405.00  -0.552E-05  -0.192E+00   0.143E-02  -0.121E-01
  1318     7.50   405.00  -0.578E-05  -0.192E+00   0.151E-02  -0.120E-01
  1319     8.00   405.00  -0.599E-05  -0.192E+00   0.158E-02  -0.118E-01
  1320     8.50   405.00  -0.614E-05  -0.192E+00   0.166E-02  -0.117E-01
  1321     9.00   405.00  -0.623E-05  -0.192E+00   0.172E-02  -0.116E-01
  1322    10.00   405.00  -0.644E-05  -0.192E+00   0.185E-02  -0.113E-01
  1323    11.00   405.00  -0.674E-05  -0.192E+00   0.195E-02  -0.110E-01
  1324    13.00   405.00  -0.695E-05  -0.192E+00   0.212E-02  -0.103E-01
  1325    15.00   405.00  -0.633E-05  -0.192E+00   0.222E-02  -0.966E-02
  1326    19.00   405.00  -0.554E-05  -0.192E+00   0.228E-02  -0.834E-02
  1327    23.00   405.00  -0.181E-05  -0.192E+00   0.219E-02  -0.715E-02
  1328    31.00   405.00   0.145E-04  -0.192E+00   0.184E-02  -0.521E-02
  1329    39.00   405.00   0.211E-04  -0.192E+00   0.145E-02  -0.382E-02
  1330    55.00   405.00   0.219E-04  -0.192E+00   0.861E-03  -0.225E-02
  1331    71.00   405.00   0.381E-04  -0.192E+00   0.510E-03  -0.139E-02
  1332   103.00   405.00   0.378E-04  -0.192E+00   0.176E-03  -0.651E-03
  1333   135.00   405.00   0.000E+00  -0.192E+00   0.000E+00  -0.467E-03
  1334     0.00   405.50   0.000E+00  -0.192E+00   0.000E+00  -0.133E-01
  1335     1.00   405.50  -0.858E-06  -0.192E+00   0.232E-03  -0.133E-01
  1336     2.00   405.50  -0.178E-05  -0.192E+00   0.461E-03  -0.132E-01
  1337     3.00   405.50  -0.272E-05  -0.192E+00   0.684E-03  -0.131E-01
  1338     4.00   405.50  -0.363E-05  -0.192E+00   0.898E-03  -0.129E-01
  1339     4.50   405.50  -0.408E-05  -0.192E+00   0.100E-02  -0.129E-01
  1340     5.00   405.50  -0.449E-05  -0.192E+00   0.110E-02  -0.128E-01
  1341     6.00   405.50  -0.516E-05  -0.192E+00   0.129E-02  -0.126E-01
  1342     7.00   405.50  -0.579E-05  -0.192E+00   0.147E-02  -0.123E-01
  1343     8.00   405.50  -0.628E-05  -0.192E+00   0.163E-02  -0.120E-01
  1344     9.00   405.50  -0.659E-05  -0.192E+00   0.177E-02  -0.118E-01
  1345    11.00   405.50  -0.721E-05  -0.192E+00   0.200E-02  -0.111E-01
  1346    15.00   405.50  -0.696E-05  -0.192E+00   0.226E-02  -0.977E-02
  1347    23.00   405.50  -0.269E-05  -0.192E+00   0.221E-02  -0.719E-02
  1348    39.00   405.50   0.208E-04  -0.192E+00   0.144E-02  -0.382E-02
  1349    71.00   405.50   0.376E-04  -0.192E+00   0.500E-03  -0.139E-02
  1350   135.00   405.50   0.000E+00  -0.192E+00   0.000E+00  -0.466E-03
  1351     0.00   406.00   0.000E+00  -0.192E+00   0.000E+00  -0.135E-01
  1352     0.50   406.00  -0.428E-06  -0.192E+00   0.120E-03  -0.135E-01
  1353     1.00   406.00  -0.874E-06  -0.192E+00   0.239E-03  -0.135E-01
  1354     1.50   406.00  -0.136E-05  -0.192E+00   0.358E-03  -0.135E-01
  1355     2.00   406.00  -0.183E-05  -0.192E+00   0.475E-03  -0.135E-01
  1356     2.50   406.00  -0.231E-05  -0.192E+00   0.591E-03  -0.134E-01
  1357     3.00   406.00  -0.284E-05  -0.192E+00   0.704E-03  -0.133E-01
  1358     3.50   406.00  -0.335E-05  -0.192E+00   0.816E-03  -0.133E-01
  1359     4.00   406.00  -0.381E-05  -0.192E+00   0.924E-03  -0.132E-01
  1360     4.25   406.00  -0.404E-05  -0.192E+00   0.978E-03  -0.132E-01
  1361     4.50   406.00  -0.428E-05  -0.192E+00   0.103E-02  -0.131E-01
  1362     4.75   406.00  -0.449E-05  -0.192E+00   0.108E-02  -0.131E-01
  1363     5.00   406.00  -0.469E-05  -0.192E+00   0.113E-02  -0.130E-01
  1364     5.50   406.00  -0.503E-05  -0.192E+00   0.123E-02  -0.129E-01
  1365     6.00   406.00  -0.537E-05  -0.192E+00   0.133E-02  -0.128E-01
  1366     6.50   406.00  -0.569E-05  -0.192E+00   0.142E-02  -0.127E-01
  1367     7.00   406.00  -0.598E-05  -0.192E+00   0.151E-02  -0.125E-01
  1368     7.50   406.00  -0.626E-05  -0.192E+00   0.159E-02  -0.124E-01
  1369     8.00   406.00  -0.651E-05  -0.192E+00   0.167E-02  -0.123E-01
  1370     8.50   406.00  -0.672E-05  -0.192E+00   0.174E-02  -0.121E-01
  1371     9.00   406.00  -0.690E-05  -0.192E+00   0.181E-02  -0.119E-01
  1372    10.00   406.00  -0.726E-05  -0.192E+00   0.194E-02  -0.116E-01
  1373    11.00   406.00  -0.763E-05  -0.192E+00   0.204E-02  -0.113E-01
  1374    13.00   406.00  -0.801E-05  -0.192E+00   0.220E-02  -0.106E-01
  1375    15.00   406.00  -0.755E-05  -0.192E+00   0.230E-02  -0.988E-02
  1376    19.00   406.00  -0.726E-05  -0.192E+00   0.233E-02  -0.849E-02
  1377    23.00   406.00  -0.360E-05  -0.192E+00   0.222E-02  -0.723E-02
  1378    31.00   406.00   0.134E-04  -0.192E+00   0.184E-02  -0.524E-02
  1379    39.00   406.00   0.205E-04  -0.192E+00   0.143E-02  -0.382E-02
  1380    55.00   406.00   0.202E-04  -0.192E+00   0.835E-03  -0.224E-02
  1381    71.00   406.00   0.371E-04  -0.192E+00   0.490E-03  -0.138E-02
  1382   103.00   406.00   0.375E-04  -0.192E+00   0.168E-03  -0.646E-03
  1383   135.00   406.00   0.000E+00  -0.192E+00   0.000E+00  -0.464E-03
  1384     0.00   406.50   0.000E+00  -0.192E+00   0.000E+00  -0.138E-01
  1385     1.00   406.50  -0.958E-06  -0.192E+00   0.246E-03  -0.138E-01
  1386     2.00   406.50  -0.188E-05  -0.192E+00   0.489E-03  -0.137E-01
  1387     3.00   406.50  -0.280E-05  -0.192E+00   0.725E-03  -0.136E-01
  1388     4.00   406.50  -0.373E-05  -0.192E+00   0.951E-03  -0.135E-01
  1389     4.50   406.50  -0.419E-05  -0.192E+00   0.106E-02  -0.134E-01
  1390     5.00   406.50  -0.464E-05  -0.192E+00   0.117E-02  -0.133E-01
  1391     6.00   406.50  -0.545E-05  -0.192E+00   0.136E-02  -0.130E-01
  1392     7.00   406.50  -0.614E-05  -0.192E+00   0.155E-02  -0.128E-01
  1393     8.00   406.50  -0.669E-05  -0.192E+00   0.171E-02  -0.125E-01
  1394     9.00   406.50  -0.714E-05  -0.192E+00   0.186E-02  -0.121E-01
  1395    11.00   406.50  -0.803E-05  -0.192E+00   0.209E-02  -0.115E-01
  1396    15.00   406.50  -0.810E-05  -0.192E+00   0.234E-02  -0.100E-01
  1397    23.00   406.50  -0.460E-05  -0.192E+00   0.224E-02  -0.727E-02
  1398    39.00   406.50   0.200E-04  -0.192E+00   0.141E-02  -0.382E-02
  1399    71.00   406.50   0.366E-04  -0.192E+00   0.479E-03  -0.138E-02
  1400   135.00   406.50   0.000E+00  -0.192E+00   0.000E+00  -0.463E-03
  1401     0.00   407.00   0.000E+00  -0.192E+00   0.000E+00  -0.141E-01
  1402     0.50   407.00  -0.509E-06  -0.192E+00   0.127E-03  -0.141E-01
  1403     1.00   407.00  -0.102E-05  -0.192E+00   0.254E-03  -0.141E-01
  1404     1.50   407.00  -0.151E-05  -0.192E+00   0.380E-03  -0.141E-01
  1405     2.00   407.00  -0.194E-05  -0.192E+00   0.504E-03  -0.140E-01
  1406     2.50   407.00  -0.238E-05  -0.192E+00   0.627E-03  -0.140E-01
  1407     3.00   407.00  -0.284E-05  -0.192E+00   0.747E-03  -0.139E-01
  1408     3.50   407.00  -0.329E-05  -0.192E+00   0.864E-03  -0.138E-01
  1409     4.00   407.00  -0.374E-05  -0.192E+00   0.979E-03  -0.137E-01
  1410     4.25   407.00  -0.397E-05  -0.192E+00   0.104E-02  -0.137E-01
  1411     4.50   407.00  -0.418E-05  -0.192E+00   0.109E-02  -0.136E-01
  1412     4.75   407.00  -0.440E-05  -0.192E+00   0.114E-02  -0.136E-01
  1413     5.00   407.00  -0.463E-05  -0.192E+00   0.120E-02  -0.135E-01
  1414     5.50   407.00  -0.508E-05  -0.192E+00   0.130E-02  -0.134E-01
  1415     6.00   407.00  -0.551E-05  -0.192E+00   0.140E-02  -0.133E-01
  1416     6.50   407.00  -0.588E-05  -0.192E+00   0.150E-02  -0.131E-01
  1417     7.00   407.00  -0.621E-05  -0.192E+00   0.159E-02  -0.130E-01
  1418     7.50   407.00  -0.651E-05  -0.192E+00   0.167E-02  -0.128E-01
  1419     8.00   407.00  -0.681E-05  -0.192E+00   0.175E-02  -0.127E-01
  1420     8.50   407.00  -0.709E-05  -0.192E+00   0.183E-02  -0.125E-01
  1421     9.00   407.00  -0.736E-05  -0.192E+00   0.190E-02  -0.123E-01
  1422    10.00   407.00  -0.786E-05  -0.192E+00   0.203E-02  -0.120E-01
  1423    11.00   407.00  -0.836E-05  -0.192E+00   0.213E-02  -0.116E-01
  1424    13.00   407.00  -0.895E-05  -0.192E+00   0.229E-02  -0.109E-01
  1425    15.00   407.00  -0.863E-05  -0.192E+00   0.237E-02  -0.101E-01
  1426    19.00   407.00  -0.908E-05  -0.192E+00   0.238E-02  -0.863E-02
  1427    23.00   407.00  -0.560E-05  -0.192E+00   0.225E-02  -0.731E-02
  1428    31.00   407.00   0.124E-04  -0.192E+00   0.183E-02  -0.526E-02
  1429    39.00   407.00   0.196E-04  -0.192E+00   0.140E-02  -0.382E-02
  1430    55.00   407.00   0.185E-04  -0.192E+00   0.807E-03  -0.224E-02
  1431    71.00   407.00   0.361E-04  -0.192E+00   0.469E-03  -0.138E-02
  1432   103.00   407.00   0.370E-04  -0.192E+00   0.160E-03  -0.642E-03
  1433   135.00   407.00   0.000E+00  -0.192E+00   0.000E+00  -0.462E-03
  1434     0.00   407.50   0.000E+00  -0.192E+00   0.000E+00  -0.144E-01
  1435     1.00   407.50  -0.946E-06  -0.192E+00   0.262E-03  -0.144E-01
  1436     2.00   407.50  -0.188E-05  -0.192E+00   0.519E-03  -0.143E-01
  1437     3.00   407.50  -0.282E-05  -0.192E+00   0.769E-03  -0.142E-01
  1438     4.00   407.50  -0.374E-05  -0.192E+00   0.101E-02  -0.140E-01
  1439     4.50   407.50  -0.417E-05  -0.192E+00   0.112E-02  -0.139E-01
  1440     5.00   407.50  -0.461E-05  -0.192E+00   0.123E-02  -0.138E-01
  1441     6.00   407.50  -0.546E-05  -0.192E+00   0.144E-02  -0.135E-01
  1442     7.00   407.50  -0.625E-05  -0.192E+00   0.163E-02  -0.132E-01
  1443     8.00   407.50  -0.696E-05  -0.192E+00   0.180E-02  -0.129E-01
  1444     9.00   407.50  -0.760E-05  -0.192E+00   0.195E-02  -0.126E-01
  1445    11.00   407.50  -0.871E-05  -0.192E+00   0.218E-02  -0.118E-01
  1446    15.00   407.50  -0.901E-05  -0.192E+00   0.241E-02  -0.102E-01
  1447    23.00   407.50  -0.667E-05  -0.192E+00   0.226E-02  -0.735E-02
  1448    39.00   407.50   0.190E-04  -0.192E+00   0.138E-02  -0.382E-02
  1449    71.00   407.50   0.355E-04  -0.192E+00   0.458E-03  -0.138E-02
  1450   135.00   407.50   0.000E+00  -0.192E+00   0.000E+00  -0.461E-03
  1451     0.00   408.00   0.000E+00  -0.192E+00   0.000E+00  -0.147E-01
  1452     0.50   408.00  -0.465E-06  -0.192E+00   0.135E-03  -0.147E-01
  1453     1.00   408.00  -0.921E-06  -0.192E+00   0.269E-03  -0.147E-01
  1454     1.50   408.00  -0.134E-05  -0.192E+00   0.403E-03  -0.147E-01
  1455     2.00   408.00  -0.185E-05  -0.192E+00   0.535E-03  -0.146E-01
  1456     2.50   408.00  -0.238E-05  -0.192E+00   0.664E-03  -0.145E-01
  1457     3.00   408.00  -0.288E-05  -0.192E+00   0.792E-03  -0.145E-01
  1458     3.50   408.00  -0.332E-05  -0.192E+00   0.916E-03  -0.144E-01
  1459     4.00   408.00  -0.374E-05  -0.192E+00   0.104E-02  -0.143E-01
  1460     4.25   408.00  -0.396E-05  -0.192E+00   0.110E-02  -0.142E-01
  1461     4.50   408.00  -0.420E-05  -0.192E+00   0.115E-02  -0.142E-01
  1462     4.75   408.00  -0.444E-05  -0.192E+00   0.121E-02  -0.141E-01
  1463     5.00   408.00  -0.465E-05  -0.192E+00   0.127E-02  -0.141E-01
  1464     5.50   408.00  -0.509E-05  -0.192E+00   0.137E-02  -0.139E-01
  1465     6.00   408.00  -0.550E-05  -0.192E+00   0.148E-02  -0.138E-01
  1466     6.50   408.00  -0.588E-05  -0.192E+00   0.158E-02  -0.136E-01
  1467     7.00   408.00  -0.625E-05  -0.192E+00   0.167E-02  -0.135E-01
  1468     7.50   408.00  -0.662E-05  -0.192E+00   0.176E-02  -0.133E-01
  1469     8.00   408.00  -0.700E-05  -0.192E+00   0.184E-02  -0.131E-01
  1470     8.50   408.00  -0.742E-05  -0.192E+00   0.192E-02  -0.130E-01
  1471     9.00   408.00  -0.779E-05  -0.192E+00   0.199E-02  -0.128E-01
  1472    10.00   408.00  -0.844E-05  -0.192E+00   0.212E-02  -0.124E-01
  1473    11.00   408.00  -0.901E-05  -0.192E+00   0.222E-02  -0.120E-01
  1474    13.00   408.00  -0.957E-05  -0.192E+00   0.237E-02  -0.112E-01
  1475    15.00   408.00  -0.933E-05  -0.192E+00   0.245E-02  -0.103E-01
  1476    19.00   408.00  -0.110E-04  -0.192E+00   0.243E-02  -0.876E-02
  1477    23.00   408.00  -0.776E-05  -0.192E+00   0.227E-02  -0.738E-02
  1478    31.00   408.00   0.114E-04  -0.192E+00   0.181E-02  -0.527E-02
  1479    39.00   408.00   0.183E-04  -0.192E+00   0.137E-02  -0.382E-02
  1480    55.00   408.00   0.169E-04  -0.192E+00   0.777E-03  -0.223E-02
  1481    71.00   408.00   0.350E-04  -0.192E+00   0.447E-03  -0.137E-02
  1482   103.00   408.00   0.364E-04  -0.192E+00   0.152E-03  -0.638E-03
  1483   135.00   408.00   0.000E+00  -0.192E+00   0.000E+00  -0.459E-03
  1484     0.00   408.50   0.000E+00  -0.192E+00   0.000E+00  -0.150E-01
  1485     1.00   408.50  -0.885E-06  -0.192E+00   0.278E-03  -0.150E-01
  1486     2.00   408.50  -0.180E-05  -0.192E+00   0.551E-03  -0.149E-01
  1487     3.00   408.50  -0.275E-05  -0.192E+00   0.815E-03  -0.148E-01
  1488     4.00   408.50  -0.362E-05  -0.192E+00   0.107E-02  -0.146E-01
  1489     4.50   408.50  -0.407E-05  -0.192E+00   0.119E-02  -0.145E-01
  1490     5.00   408.50  -0.456E-05  -0.192E+00   0.130E-02  -0.143E-01
  1491     6.00   408.50  -0.549E-05  -0.192E+00   0.152E-02  -0.140E-01
  1492     7.00   408.50  -0.635E-05  -0.192E+00   0.171E-02  -0.137E-01
  1493     8.00   408.50  -0.719E-05  -0.192E+00   0.189E-02  -0.134E-01
  1494     9.00   408.50  -0.798E-05  -0.192E+00   0.204E-02  -0.130E-01
  1495    11.00   408.50  -0.930E-05  -0.192E+00   0.227E-02  -0.122E-01
  1496    15.00   408.50  -0.958E-05  -0.192E+00   0.248E-02  -0.105E-01
  1497    23.00   408.50  -0.886E-05  -0.192E+00   0.227E-02  -0.742E-02
  1498    39.00   408.50   0.175E-04  -0.192E+00   0.135E-02  -0.382E-02
  1499    71.00   408.50   0.344E-04  -0.192E+00   0.436E-03  -0.137E-02
  1500   135.00   408.50   0.000E+00  -0.192E+00   0.000E+00  -0.458E-03
  1501     0.00   409.00   0.000E+00  -0.192E+00   0.000E+00  -0.154E-01
  1502     0.50   409.00  -0.430E-06  -0.192E+00   0.143E-03  -0.154E-01
  1503     1.00   409.00  -0.857E-06  -0.192E+00   0.286E-03  -0.153E-01
  1504     1.50   409.00  -0.129E-05  -0.192E+00   0.427E-03  -0.153E-01
  1505     2.00   409.00  -0.174E-05  -0.192E+00   0.567E-03  -0.152E-01
  1506     2.50   409.00  -0.220E-05  -0.192E+00   0.704E-03  -0.152E-01
  1507     3.00   409.00  -0.265E-05  -0.192E+00   0.838E-03  -0.151E-01
  1508     3.50   409.00  -0.306E-05  -0.192E+00   0.969E-03  -0.150E-01
  1509     4.00   409.00  -0.352E-05  -0.192E+00   0.110E-02  -0.149E-01
  1510     4.25   409.00  -0.376E-05  -0.192E+00   0.116E-02  -0.148E-01
  1511     4.50   409.00  -0.402E-05  -0.192E+00   0.122E-02  -0.148E-01
  1512     4.75   409.00  -0.427E-05  -0.192E+00   0.128E-02  -0.147E-01
  1513     5.00   409.00  -0.453E-05  -0.192E+00   0.134E-02  -0.146E-01
  1514     5.50   409.00  -0.505E-05  -0.192E+00   0.145E-02  -0.145E-01
  1515     6.00   409.00  -0.550E-05  -0.192E+00   0.156E-02  -0.143E-01
  1516     6.50   409.00  -0.593E-05  -0.192E+00   0.166E-02  -0.142E-01
  1517     7.00   409.00  -0.640E-05  -0.192E+00   0.176E-02  -0.140E-01
  1518     7.50   409.00  -0.687E-05  -0.192E+00   0.185E-02  -0.138E-01
  1519     8.00   409.00  -0.731E-05  -0.192E+00   0.193E-02  -0.136E-01
  1520     8.50   409.00  -0.776E-05  -0.192E+00   0.201E-02  -0.134E-01
  1521     9.00   409.00  -0.817E-05  -0.192E+00   0.208E-02  -0.132E-01
  1522    10.00   409.00  -0.894E-05  -0.192E+00   0.221E-02  -0.128E-01
  1523    11.00   409.00  -0.960E-05  -0.192E+00   0.231E-02  -0.123E-01
  1524    13.00   409.00  -0.988E-05  -0.192E+00   0.245E-02  -0.115E-01
  1525    15.00   409.00  -0.969E-05  -0.192E+00   0.251E-02  -0.106E-01
  1526    19.00   409.00  -0.128E-04  -0.192E+00   0.247E-02  -0.890E-02
  1527    23.00   409.00  -0.997E-05  -0.192E+00   0.228E-02  -0.745E-02
  1528    31.00   409.00   0.105E-04  -0.192E+00   0.179E-02  -0.529E-02
  1529    39.00   409.00   0.167E-04  -0.192E+00   0.133E-02  -0.381E-02
  1530    55.00   409.00   0.154E-04  -0.192E+00   0.745E-03  -0.222E-02
  1531    71.00   409.00   0.338E-04  -0.192E+00   0.424E-03  -0.137E-02
  1532   103.00   409.00   0.357E-04  -0.192E+00   0.143E-03  -0.634E-03
  1533   135.00   409.00   0.000E+00  -0.192E+00   0.000E+00  -0.457E-03
  1534     0.00   409.50   0.000E+00  -0.192E+00   0.000E+00  -0.157E-01
  1535     1.00   409.50  -0.788E-06  -0.192E+00   0.294E-03  -0.157E-01
  1536     2.00   409.50  -0.161E-05  -0.192E+00   0.583E-03  -0.156E-01
  1537     3.00   409.50  -0.243E-05  -0.192E+00   0.862E-03  -0.154E-01
  1538     4.00   409.50  -0.338E-05  -0.192E+00   0.113E-02  -0.152E-01
  1539     4.50   409.50  -0.390E-05  -0.192E+00   0.125E-02  -0.151E-01
  1540     5.00   409.50  -0.443E-05  -0.192E+00   0.137E-02  -0.149E-01
  1541     6.00   409.50  -0.544E-05  -0.192E+00   0.160E-02  -0.146E-01
  1542     7.00   409.50  -0.650E-05  -0.192E+00   0.180E-02  -0.142E-01
  1543     8.00   409.50  -0.749E-05  -0.192E+00   0.198E-02  -0.138E-01
  1544     9.00   409.50  -0.837E-05  -0.192E+00   0.213E-02  -0.134E-01
  1545    11.00   409.50  -0.985E-05  -0.192E+00   0.236E-02  -0.125E-01
  1546    15.00   409.50  -0.984E-05  -0.192E+00   0.255E-02  -0.107E-01
  1547    23.00   409.50  -0.111E-04  -0.192E+00   0.228E-02  -0.749E-02
  1548    39.00   409.50   0.157E-04  -0.192E+00   0.131E-02  -0.381E-02
  1549    71.00   409.50   0.332E-04  -0.192E+00   0.412E-03  -0.137E-02
  1550   135.00   409.50   0.000E+00  -0.192E+00   0.000E+00  -0.456E-03
  1551     0.00   410.00   0.000E+00  -0.192E+00   0.000E+00  -0.160E-01
  1552     0.50   410.00  -0.350E-06  -0.192E+00   0.151E-03  -0.160E-01
  1553     1.00   410.00  -0.743E-06  -0.192E+00   0.302E-03  -0.160E-01
  1554     1.50   410.00  -0.113E-05  -0.192E+00   0.452E-03  -0.160E-01
  1555     2.00   410.00  -0.151E-05  -0.192E+00   0.599E-03  -0.159E-01
  1556     2.50   410.00  -0.189E-05  -0.192E+00   0.744E-03  -0.158E-01
  1557     3.00   410.00  -0.232E-05  -0.192E+00   0.885E-03  -0.157E-01
  1558     3.50   410.00  -0.277E-05  -0.192E+00   0.102E-02  -0.156E-01
  1559     4.00   410.00  -0.325E-05  -0.192E+00   0.116E-02  -0.155E-01
  1560     4.25   410.00  -0.352E-05  -0.192E+00   0.122E-02  -0.154E-01
  1561     4.50   410.00  -0.379E-05  -0.192E+00   0.129E-02  -0.154E-01
  1562     4.75   410.00  -0.405E-05  -0.192E+00   0.135E-02  -0.153E-01
  1563     5.00   410.00  -0.430E-05  -0.192E+00   0.141E-02  -0.152E-01
  1564     5.50   410.00  -0.484E-05  -0.192E+00   0.153E-02  -0.151E-01
  1565     6.00   410.00  -0.542E-05  -0.192E+00   0.164E-02  -0.149E-01
  1566     6.50   410.00  -0.598E-05  -0.192E+00   0.174E-02  -0.147E-01
  1567     7.00   410.00  -0.656E-05  -0.192E+00   0.184E-02  -0.145E-01
  1568     7.50   410.00  -0.714E-05  -0.192E+00   0.193E-02  -0.143E-01
  1569     8.00   410.00  -0.761E-05  -0.192E+00   0.202E-02  -0.141E-01
  1570     8.50   410.00  -0.806E-05  -0.192E+00   0.210E-02  -0.139E-01
  1571     9.00   410.00  -0.856E-05  -0.192E+00   0.217E-02  -0.136E-01
  1572    10.00   410.00  -0.951E-05  -0.192E+00   0.230E-02  -0.132E-01
  1573    11.00   410.00  -0.102E-04  -0.192E+00   0.240E-02  -0.127E-01
  1574    13.00   410.00  -0.101E-04  -0.192E+00   0.253E-02  -0.117E-01
  1575    15.00   410.00  -0.979E-05  -0.192E+00   0.257E-02  -0.108E-01
  1576    19.00   410.00  -0.141E-04  -0.192E+00   0.249E-02  -0.903E-02
  1577    23.00   410.00  -0.122E-04  -0.192E+00   0.228E-02  -0.752E-02
  1578    31.00   410.00   0.930E-05  -0.192E+00   0.175E-02  -0.530E-02
  1579    39.00   410.00   0.147E-04  -0.192E+00   0.129E-02  -0.381E-02
  1580    55.00   410.00   0.139E-04  -0.192E+00   0.711E-03  -0.220E-02
  1581    71.00   410.00   0.325E-04  -0.192E+00   0.400E-03  -0.137E-02
  1582   103.00   410.00   0.348E-04  -0.192E+00   0.134E-03  -0.630E-03
  1583   135.00   410.00   0.000E+00  -0.192E+00   0.000E+00  -0.455E-03
  1584     0.00   410.50   0.000E+00  -0.192E+00   0.000E+00  -0.164E-01
  1585     1.00   410.50  -0.713E-06  -0.192E+00   0.311E-03  -0.164E-01
  1586     2.00   410.50  -0.145E-05  -0.192E+00   0.615E-03  -0.163E-01
  1587     3.00   410.50  -0.222E-05  -0.192E+00   0.909E-03  -0.161E-01
  1588     4.00   410.50  -0.310E-05  -0.192E+00   0.119E-02  -0.158E-01
  1589     4.50   410.50  -0.357E-05  -0.192E+00   0.132E-02  -0.157E-01
  1590     5.00   410.50  -0.407E-05  -0.192E+00   0.144E-02  -0.155E-01
  1591     6.00   410.50  -0.525E-05  -0.192E+00   0.168E-02  -0.152E-01
  1592     7.00   410.50  -0.654E-05  -0.192E+00   0.188E-02  -0.148E-01
  1593     8.00   410.50  -0.767E-05  -0.192E+00   0.206E-02  -0.143E-01
  1594     9.00   410.50  -0.864E-05  -0.192E+00   0.222E-02  -0.139E-01
  1595    11.00   410.50  -0.104E-04  -0.192E+00   0.244E-02  -0.129E-01
  1596    15.00   410.50  -0.981E-05  -0.192E+00   0.260E-02  -0.109E-01
  1597    23.00   410.50  -0.131E-04  -0.192E+00   0.227E-02  -0.755E-02
  1598    39.00   410.50   0.135E-04  -0.192E+00   0.127E-02  -0.380E-02
  1599    71.00   410.50   0.318E-04  -0.192E+00   0.388E-03  -0.136E-02
  1600   135.00   410.50   0.000E+00  -0.192E+00   0.000E+00  -0.454E-03
  1601     0.00   411.00   0.000E+00  -0.192E+00   0.000E+00  -0.168E-01
  1602     0.50   411.00  -0.368E-06  -0.192E+00   0.160E-03  -0.168E-01
  1603     1.00   411.00  -0.701E-06  -0.192E+00   0.319E-03  -0.167E-01
  1604     1.50   411.00  -0.107E-05  -0.192E+00   0.476E-03  -0.167E-01
  1605     2.00   411.00  -0.142E-05  -0.192E+00   0.632E-03  -0.166E-01
  1606     2.50   411.00  -0.182E-05  -0.192E+00   0.784E-03  -0.165E-01
  1607     3.00   411.00  -0.221E-05  -0.192E+00   0.932E-03  -0.164E-01
  1608     3.50   411.00  -0.259E-05  -0.192E+00   0.108E-02  -0.163E-01
  1609     4.00   411.00  -0.301E-05  -0.192E+00   0.122E-02  -0.162E-01
  1610     4.25   411.00  -0.321E-05  -0.192E+00   0.128E-02  -0.161E-01
  1611     4.50   411.00  -0.341E-05  -0.192E+00   0.135E-02  -0.160E-01
  1612     4.75   411.00  -0.362E-05  -0.192E+00   0.142E-02  -0.159E-01
  1613     5.00   411.00  -0.385E-05  -0.192E+00   0.148E-02  -0.159E-01
  1614     5.50   411.00  -0.444E-05  -0.192E+00   0.160E-02  -0.157E-01
  1615     6.00   411.00  -0.511E-05  -0.192E+00   0.172E-02  -0.155E-01
  1616     6.50   411.00  -0.578E-05  -0.192E+00   0.182E-02  -0.153E-01
  1617     7.00   411.00  -0.642E-05  -0.192E+00   0.192E-02  -0.151E-01
  1618     7.50   411.00  -0.709E-05  -0.192E+00   0.202E-02  -0.148E-01
  1619     8.00   411.00  -0.772E-05  -0.192E+00   0.211E-02  -0.146E-01
  1620     8.50   411.00  -0.820E-05  -0.192E+00   0.219E-02  -0.144E-01
  1621     9.00   411.00  -0.861E-05  -0.192E+00   0.226E-02  -0.141E-01
  1622    10.00   411.00  -0.971E-05  -0.192E+00   0.238E-02  -0.136E-01
  1623    11.00   411.00  -0.106E-04  -0.192E+00   0.248E-02  -0.131E-01
  1624    13.00   411.00  -0.105E-04  -0.192E+00   0.259E-02  -0.120E-01
  1625    15.00   411.00  -0.966E-05  -0.192E+00   0.262E-02  -0.110E-01
  1626    19.00   411.00  -0.146E-04  -0.192E+00   0.251E-02  -0.915E-02
  1627    23.00   411.00  -0.140E-04  -0.192E+00   0.227E-02  -0.757E-02
  1628    31.00   411.00   0.765E-05  -0.193E+00   0.171E-02  -0.530E-02
  1629    39.00   411.00   0.122E-04  -0.192E+00   0.125E-02  -0.380E-02
