     COMPUTED NODAL POINT DISPLACEMENTS,
  NODE  R-COORD  Z-COORD  GRA DISP_R  GRA DISP_Z  SUR DISP_R  SUR DISP_Z
   627    23.00   391.00   0.139E-04  -0.191E+00   0.156E-02  -0.579E-02
   628    31.00   391.00   0.230E-04  -0.191E+00   0.156E-02  -0.463E-02
   629    39.00   391.00   0.285E-04  -0.191E+00   0.142E-02  -0.366E-02
   630    55.00   391.00   0.387E-04  -0.191E+00   0.103E-02  -0.231E-02
   631    71.00   391.00   0.431E-04  -0.191E+00   0.695E-03  -0.146E-02
   632   103.00   391.00   0.403E-04  -0.191E+00   0.264E-03  -0.728E-03
   633   135.00   391.00   0.000E+00  -0.191E+00   0.000E+00  -0.520E-03
   634     0.00   391.50   0.000E+00  -0.191E+00   0.000E+00  -0.822E-02
   635     1.00   391.50   0.214E-06  -0.191E+00   0.108E-03  -0.821E-02
   636     2.00   391.50   0.461E-06  -0.191E+00   0.216E-03  -0.819E-02
   637     3.00   391.50   0.823E-06  -0.191E+00   0.322E-03  -0.816E-02
   638     4.00   391.50   0.128E-05  -0.191E+00   0.427E-03  -0.812E-02
   639     4.50   391.50   0.149E-05  -0.191E+00   0.478E-03  -0.809E-02
   640     5.00   391.50   0.167E-05  -0.191E+00   0.529E-03  -0.806E-02
   641     6.00   391.50   0.209E-05  -0.191E+00   0.628E-03  -0.800E-02
   642     7.00   391.50   0.253E-05  -0.191E+00   0.723E-03  -0.792E-02
   643     8.00   391.50   0.304E-05  -0.191E+00   0.815E-03  -0.784E-02
   644     9.00   391.50   0.366E-05  -0.191E+00   0.902E-03  -0.774E-02
   645    11.00   391.50   0.495E-05  -0.191E+00   0.106E-02  -0.753E-02
   646    15.00   391.50   0.744E-05  -0.191E+00   0.132E-02  -0.702E-02
   647    23.00   391.50   0.136E-04  -0.191E+00   0.158E-02  -0.584E-02
   648    39.00   391.50   0.284E-04  -0.191E+00   0.142E-02  -0.367E-02
   649    71.00   391.50   0.431E-04  -0.191E+00   0.692E-03  -0.146E-02
   650   135.00   391.50   0.000E+00  -0.191E+00   0.000E+00  -0.518E-03
   651     0.00   392.00   0.000E+00  -0.191E+00   0.000E+00  -0.834E-02
   652     0.50   392.00   0.840E-07  -0.191E+00   0.555E-04  -0.834E-02
   653     1.00   392.00   0.196E-06  -0.191E+00   0.111E-03  -0.833E-02
   654     1.50   392.00   0.323E-06  -0.191E+00   0.166E-03  -0.832E-02
   655     2.00   392.00   0.427E-06  -0.191E+00   0.221E-03  -0.831E-02
   656     2.50   392.00   0.532E-06  -0.191E+00   0.276E-03  -0.830E-02
   657     3.00   392.00   0.678E-06  -0.191E+00   0.330E-03  -0.828E-02
   658     3.50   392.00   0.864E-06  -0.191E+00   0.384E-03  -0.826E-02
   659     4.00   392.00   0.109E-05  -0.191E+00   0.437E-03  -0.824E-02
   660     4.25   392.00   0.122E-05  -0.191E+00   0.463E-03  -0.822E-02
   661     4.50   392.00   0.133E-05  -0.191E+00   0.489E-03  -0.821E-02
   662     4.75   392.00   0.141E-05  -0.191E+00   0.515E-03  -0.820E-02
   663     5.00   392.00   0.149E-05  -0.191E+00   0.541E-03  -0.818E-02
   664     5.50   392.00   0.165E-05  -0.191E+00   0.592E-03  -0.815E-02
   665     6.00   392.00   0.187E-05  -0.191E+00   0.642E-03  -0.811E-02
   666     6.50   392.00   0.212E-05  -0.191E+00   0.692E-03  -0.808E-02
   667     7.00   392.00   0.232E-05  -0.191E+00   0.740E-03  -0.804E-02
   668     7.50   392.00   0.250E-05  -0.191E+00   0.787E-03  -0.799E-02
   669     8.00   392.00   0.272E-05  -0.191E+00   0.833E-03  -0.795E-02
   670     8.50   392.00   0.300E-05  -0.191E+00   0.878E-03  -0.790E-02
   671     9.00   392.00   0.334E-05  -0.191E+00   0.922E-03  -0.785E-02
   672    10.00   392.00   0.396E-05  -0.191E+00   0.101E-02  -0.774E-02
   673    11.00   392.00   0.454E-05  -0.191E+00   0.109E-02  -0.763E-02
   674    13.00   392.00   0.584E-05  -0.191E+00   0.123E-02  -0.737E-02
   675    15.00   392.00   0.699E-05  -0.191E+00   0.135E-02  -0.710E-02
   676    19.00   392.00   0.986E-05  -0.191E+00   0.151E-02  -0.650E-02
   677    23.00   392.00   0.133E-04  -0.191E+00   0.160E-02  -0.589E-02
   678    31.00   392.00   0.229E-04  -0.191E+00   0.159E-02  -0.468E-02
   679    39.00   392.00   0.282E-04  -0.191E+00   0.143E-02  -0.368E-02
   680    55.00   392.00   0.378E-04  -0.191E+00   0.103E-02  -0.231E-02
   681    71.00   392.00   0.432E-04  -0.191E+00   0.688E-03  -0.146E-02
   682   103.00   392.00   0.402E-04  -0.191E+00   0.259E-03  -0.722E-03
   683   135.00   392.00   0.000E+00  -0.191E+00   0.000E+00  -0.515E-03
   684     0.00   392.50   0.000E+00  -0.191E+00   0.000E+00  -0.846E-02
   685     1.00   392.50   0.225E-06  -0.191E+00   0.114E-03  -0.846E-02
   686     2.00   392.50   0.458E-06  -0.191E+00   0.227E-03  -0.844E-02
   687     3.00   392.50   0.720E-06  -0.191E+00   0.338E-03  -0.840E-02
   688     4.00   392.50   0.105E-05  -0.191E+00   0.447E-03  -0.836E-02
   689     4.50   392.50   0.120E-05  -0.191E+00   0.501E-03  -0.833E-02
   690     5.00   392.50   0.136E-05  -0.191E+00   0.554E-03  -0.830E-02
   691     6.00   392.50   0.173E-05  -0.191E+00   0.658E-03  -0.823E-02
   692     7.00   392.50   0.211E-05  -0.191E+00   0.757E-03  -0.815E-02
   693     8.00   392.50   0.252E-05  -0.191E+00   0.853E-03  -0.806E-02
   694     9.00   392.50   0.304E-05  -0.191E+00   0.943E-03  -0.796E-02
   695    11.00   392.50   0.412E-05  -0.191E+00   0.111E-02  -0.773E-02
   696    15.00   392.50   0.651E-05  -0.191E+00   0.137E-02  -0.718E-02
   697    23.00   392.50   0.130E-04  -0.191E+00   0.163E-02  -0.594E-02
   698    39.00   392.50   0.280E-04  -0.191E+00   0.144E-02  -0.369E-02
   699    71.00   392.50   0.432E-04  -0.191E+00   0.684E-03  -0.145E-02
   700   135.00   392.50   0.000E+00  -0.191E+00   0.000E+00  -0.513E-03
   701     0.00   393.00   0.000E+00  -0.191E+00   0.000E+00  -0.859E-02
   702     0.50   393.00   0.153E-06  -0.191E+00   0.583E-04  -0.859E-02
   703     1.00   393.00   0.251E-06  -0.191E+00   0.116E-03  -0.859E-02
   704     1.50   393.00   0.336E-06  -0.191E+00   0.174E-03  -0.858E-02
   705     2.00   393.00   0.471E-06  -0.191E+00   0.232E-03  -0.857E-02
   706     2.50   393.00   0.601E-06  -0.191E+00   0.289E-03  -0.855E-02
   707     3.00   393.00   0.709E-06  -0.191E+00   0.346E-03  -0.853E-02
   708     3.50   393.00   0.856E-06  -0.191E+00   0.403E-03  -0.851E-02
   709     4.00   393.00   0.100E-05  -0.191E+00   0.458E-03  -0.848E-02
   710     4.25   393.00   0.107E-05  -0.191E+00   0.486E-03  -0.847E-02
   711     4.50   393.00   0.114E-05  -0.191E+00   0.513E-03  -0.846E-02
   712     4.75   393.00   0.119E-05  -0.191E+00   0.541E-03  -0.844E-02
   713     5.00   393.00   0.124E-05  -0.191E+00   0.568E-03  -0.842E-02
   714     5.50   393.00   0.137E-05  -0.191E+00   0.621E-03  -0.839E-02
   715     6.00   393.00   0.149E-05  -0.191E+00   0.673E-03  -0.835E-02
   716     6.50   393.00   0.167E-05  -0.191E+00   0.725E-03  -0.831E-02
   717     7.00   393.00   0.189E-05  -0.191E+00   0.775E-03  -0.827E-02
   718     7.50   393.00   0.209E-05  -0.191E+00   0.824E-03  -0.822E-02
   719     8.00   393.00   0.230E-05  -0.191E+00   0.872E-03  -0.817E-02
   720     8.50   393.00   0.252E-05  -0.191E+00   0.919E-03  -0.812E-02
   721     9.00   393.00   0.277E-05  -0.191E+00   0.965E-03  -0.807E-02
   722    10.00   393.00   0.331E-05  -0.191E+00   0.105E-02  -0.795E-02
   723    11.00   393.00   0.372E-05  -0.191E+00   0.113E-02  -0.783E-02
   724    13.00   393.00   0.459E-05  -0.191E+00   0.128E-02  -0.756E-02
   725    15.00   393.00   0.606E-05  -0.191E+00   0.140E-02  -0.727E-02
   726    19.00   393.00   0.926E-05  -0.191E+00   0.157E-02  -0.663E-02
   727    23.00   393.00   0.126E-04  -0.191E+00   0.165E-02  -0.599E-02
   728    31.00   393.00   0.226E-04  -0.191E+00   0.162E-02  -0.474E-02
   729    39.00   393.00   0.278E-04  -0.191E+00   0.145E-02  -0.370E-02
   730    55.00   393.00   0.370E-04  -0.191E+00   0.103E-02  -0.231E-02
   731    71.00   393.00   0.431E-04  -0.191E+00   0.680E-03  -0.145E-02
   732   103.00   393.00   0.402E-04  -0.191E+00   0.254E-03  -0.716E-03
   733   135.00   393.00   0.000E+00  -0.191E+00   0.000E+00  -0.511E-03
   734     0.00   393.50   0.000E+00  -0.191E+00   0.000E+00  -0.873E-02
   735     1.00   393.50   0.248E-06  -0.191E+00   0.119E-03  -0.872E-02
   736     2.00   393.50   0.479E-06  -0.191E+00   0.238E-03  -0.870E-02
   737     3.00   393.50   0.684E-06  -0.191E+00   0.355E-03  -0.866E-02
   738     4.00   393.50   0.834E-06  -0.191E+00   0.470E-03  -0.861E-02
   739     4.50   393.50   0.935E-06  -0.191E+00   0.526E-03  -0.858E-02
   740     5.00   393.50   0.107E-05  -0.191E+00   0.581E-03  -0.855E-02
   741     6.00   393.50   0.133E-05  -0.191E+00   0.690E-03  -0.847E-02
   742     7.00   393.50   0.163E-05  -0.191E+00   0.794E-03  -0.839E-02
   743     8.00   393.50   0.205E-05  -0.191E+00   0.893E-03  -0.829E-02
   744     9.00   393.50   0.245E-05  -0.191E+00   0.987E-03  -0.818E-02
   745    11.00   393.50   0.325E-05  -0.191E+00   0.116E-02  -0.793E-02
   746    15.00   393.50   0.560E-05  -0.191E+00   0.143E-02  -0.735E-02
   747    23.00   393.50   0.124E-04  -0.191E+00   0.167E-02  -0.604E-02
   748    39.00   393.50   0.275E-04  -0.191E+00   0.145E-02  -0.371E-02
   749    71.00   393.50   0.431E-04  -0.191E+00   0.675E-03  -0.145E-02
   750   135.00   393.50   0.000E+00  -0.191E+00   0.000E+00  -0.509E-03
   751     0.00   394.00   0.000E+00  -0.191E+00   0.000E+00  -0.886E-02
   752     0.50   394.00   0.120E-06  -0.191E+00   0.612E-04  -0.886E-02
   753     1.00   394.00   0.222E-06  -0.191E+00   0.122E-03  -0.885E-02
   754     1.50   394.00   0.345E-06  -0.191E+00   0.183E-03  -0.884E-02
   755     2.00   394.00   0.466E-06  -0.191E+00   0.244E-03  -0.883E-02
   756     2.50   394.00   0.577E-06  -0.191E+00   0.304E-03  -0.881E-02
   757     3.00   394.00   0.637E-06  -0.191E+00   0.364E-03  -0.879E-02
   758     3.50   394.00   0.694E-06  -0.191E+00   0.423E-03  -0.877E-02
   759     4.00   394.00   0.743E-06  -0.191E+00   0.481E-03  -0.874E-02
   760     4.25   394.00   0.761E-06  -0.191E+00   0.510E-03  -0.873E-02
   761     4.50   394.00   0.811E-06  -0.191E+00   0.539E-03  -0.871E-02
   762     4.75   394.00   0.871E-06  -0.191E+00   0.567E-03  -0.870E-02
   763     5.00   394.00   0.917E-06  -0.191E+00   0.596E-03  -0.868E-02
   764     5.50   394.00   0.997E-06  -0.191E+00   0.652E-03  -0.864E-02
   765     6.00   394.00   0.109E-05  -0.191E+00   0.706E-03  -0.860E-02
   766     6.50   394.00   0.124E-05  -0.191E+00   0.760E-03  -0.856E-02
   767     7.00   394.00   0.146E-05  -0.191E+00   0.813E-03  -0.851E-02
   768     7.50   394.00   0.165E-05  -0.191E+00   0.864E-03  -0.846E-02
   769     8.00   394.00   0.183E-05  -0.191E+00   0.914E-03  -0.841E-02
   770     8.50   394.00   0.201E-05  -0.191E+00   0.962E-03  -0.835E-02
   771     9.00   394.00   0.220E-05  -0.191E+00   0.101E-02  -0.829E-02
   772    10.00   394.00   0.256E-05  -0.191E+00   0.110E-02  -0.817E-02
   773    11.00   394.00   0.281E-05  -0.191E+00   0.118E-02  -0.804E-02
   774    13.00   394.00   0.344E-05  -0.191E+00   0.133E-02  -0.775E-02
   775    15.00   394.00   0.517E-05  -0.191E+00   0.145E-02  -0.744E-02
   776    19.00   394.00   0.855E-05  -0.191E+00   0.162E-02  -0.677E-02
   777    23.00   394.00   0.120E-04  -0.191E+00   0.170E-02  -0.609E-02
   778    31.00   394.00   0.220E-04  -0.191E+00   0.165E-02  -0.478E-02
   779    39.00   394.00   0.272E-04  -0.191E+00   0.146E-02  -0.372E-02
   780    55.00   394.00   0.362E-04  -0.191E+00   0.102E-02  -0.231E-02
   781    71.00   394.00   0.430E-04  -0.191E+00   0.671E-03  -0.145E-02
   782   103.00   394.00   0.402E-04  -0.191E+00   0.249E-03  -0.710E-03
   783   135.00   394.00   0.000E+00  -0.191E+00   0.000E+00  -0.507E-03
   784     0.00   394.50   0.000E+00  -0.191E+00   0.000E+00  -0.900E-02
   785     1.00   394.50   0.183E-06  -0.191E+00   0.125E-03  -0.899E-02
   786     2.00   394.50   0.393E-06  -0.191E+00   0.250E-03  -0.897E-02
   787     3.00   394.50   0.571E-06  -0.191E+00   0.373E-03  -0.893E-02
   788     4.00   394.50   0.656E-06  -0.191E+00   0.493E-03  -0.888E-02
   789     4.50   394.50   0.705E-06  -0.191E+00   0.552E-03  -0.885E-02
   790     5.00   394.50   0.765E-06  -0.191E+00   0.611E-03  -0.881E-02
   791     6.00   394.50   0.943E-06  -0.191E+00   0.724E-03  -0.873E-02
   792     7.00   394.50   0.115E-05  -0.191E+00   0.832E-03  -0.863E-02
   793     8.00   394.50   0.149E-05  -0.191E+00   0.935E-03  -0.853E-02
   794     9.00   394.50   0.183E-05  -0.191E+00   0.103E-02  -0.841E-02
   795    11.00   394.50   0.235E-05  -0.191E+00   0.121E-02  -0.815E-02
   796    15.00   394.50   0.476E-05  -0.191E+00   0.148E-02  -0.753E-02
   797    23.00   394.50   0.118E-04  -0.191E+00   0.172E-02  -0.614E-02
   798    39.00   394.50   0.269E-04  -0.191E+00   0.146E-02  -0.373E-02
   799    71.00   394.50   0.429E-04  -0.191E+00   0.666E-03  -0.144E-02
   800   135.00   394.50   0.000E+00  -0.191E+00   0.000E+00  -0.504E-03
   801     0.00   395.00   0.000E+00  -0.192E+00   0.000E+00  -0.914E-02
   802     0.50   395.00  -0.117E-07  -0.192E+00   0.644E-04  -0.914E-02
   803     1.00   395.00   0.393E-07  -0.192E+00   0.129E-03  -0.913E-02
   804     1.50   395.00   0.144E-06  -0.192E+00   0.193E-03  -0.912E-02
   805     2.00   395.00   0.259E-06  -0.192E+00   0.257E-03  -0.911E-02
   806     2.50   395.00   0.357E-06  -0.192E+00   0.320E-03  -0.909E-02
   807     3.00   395.00   0.435E-06  -0.192E+00   0.383E-03  -0.907E-02
   808     3.50   395.00   0.508E-06  -0.192E+00   0.445E-03  -0.904E-02
   809     4.00   395.00   0.538E-06  -0.192E+00   0.506E-03  -0.901E-02
   810     4.25   395.00   0.550E-06  -0.192E+00   0.536E-03  -0.900E-02
   811     4.50   395.00   0.554E-06  -0.192E+00   0.566E-03  -0.898E-02
   812     4.75   395.00   0.571E-06  -0.192E+00   0.596E-03  -0.896E-02
   813     5.00   395.00   0.616E-06  -0.192E+00   0.626E-03  -0.894E-02
   814     5.50   395.00   0.688E-06  -0.192E+00   0.684E-03  -0.890E-02
   815     6.00   395.00   0.723E-06  -0.192E+00   0.742E-03  -0.886E-02
   816     6.50   395.00   0.768E-06  -0.192E+00   0.798E-03  -0.881E-02
   817     7.00   395.00   0.847E-06  -0.192E+00   0.852E-03  -0.876E-02
   818     7.50   395.00   0.954E-06  -0.192E+00   0.906E-03  -0.871E-02
   819     8.00   395.00   0.113E-05  -0.192E+00   0.958E-03  -0.865E-02
   820     8.50   395.00   0.135E-05  -0.192E+00   0.101E-02  -0.859E-02
   821     9.00   395.00   0.150E-05  -0.192E+00   0.106E-02  -0.853E-02
   822    10.00   395.00   0.172E-05  -0.192E+00   0.115E-02  -0.840E-02
   823    11.00   395.00   0.193E-05  -0.192E+00   0.124E-02  -0.826E-02
   824    13.00   395.00   0.265E-05  -0.192E+00   0.139E-02  -0.795E-02
   825    15.00   395.00   0.435E-05  -0.192E+00   0.151E-02  -0.762E-02
   826    19.00   395.00   0.774E-05  -0.192E+00   0.168E-02  -0.690E-02
   827    23.00   395.00   0.115E-04  -0.192E+00   0.174E-02  -0.619E-02
   828    31.00   395.00   0.213E-04  -0.192E+00   0.168E-02  -0.483E-02
   829    39.00   395.00   0.265E-04  -0.192E+00   0.147E-02  -0.374E-02
   830    55.00   395.00   0.356E-04  -0.192E+00   0.102E-02  -0.231E-02
   831    71.00   395.00   0.428E-04  -0.191E+00   0.661E-03  -0.144E-02
   832   103.00   395.00   0.401E-04  -0.191E+00   0.244E-03  -0.704E-03
   833   135.00   395.00   0.000E+00  -0.191E+00   0.000E+00  -0.502E-03
   834     0.00   395.50   0.000E+00  -0.192E+00   0.000E+00  -0.929E-02
   835     1.00   395.50   0.207E-07  -0.192E+00   0.132E-03  -0.928E-02
   836     2.00   395.50   0.104E-06  -0.192E+00   0.263E-03  -0.925E-02
   837     3.00   395.50   0.268E-06  -0.192E+00   0.392E-03  -0.921E-02
   838     4.00   395.50   0.365E-06  -0.192E+00   0.519E-03  -0.916E-02
   839     4.50   395.50   0.364E-06  -0.192E+00   0.581E-03  -0.912E-02
   840     5.00   395.50   0.377E-06  -0.192E+00   0.642E-03  -0.908E-02
   841     6.00   395.50   0.452E-06  -0.192E+00   0.760E-03  -0.900E-02
   842     7.00   395.50   0.630E-06  -0.192E+00   0.873E-03  -0.889E-02
   843     8.00   395.50   0.900E-06  -0.192E+00   0.981E-03  -0.878E-02
   844     9.00   395.50   0.113E-05  -0.192E+00   0.108E-02  -0.865E-02
   845    11.00   395.50   0.157E-05  -0.192E+00   0.126E-02  -0.837E-02
   846    15.00   395.50   0.397E-05  -0.192E+00   0.154E-02  -0.771E-02
   847    23.00   395.50   0.111E-04  -0.192E+00   0.177E-02  -0.624E-02
   848    39.00   395.50   0.262E-04  -0.192E+00   0.147E-02  -0.375E-02
   849    71.00   395.50   0.427E-04  -0.191E+00   0.655E-03  -0.144E-02
   850   135.00   395.50   0.000E+00  -0.191E+00   0.000E+00  -0.500E-03
   851     0.00   396.00   0.000E+00  -0.192E+00   0.000E+00  -0.944E-02
   852     0.50   396.00  -0.124E-07  -0.192E+00   0.678E-04  -0.944E-02
   853     1.00   396.00  -0.725E-07  -0.192E+00   0.136E-03  -0.943E-02
   854     1.50   396.00  -0.947E-07  -0.192E+00   0.203E-03  -0.942E-02
   855     2.00   396.00  -0.639E-07  -0.192E+00   0.270E-03  -0.940E-02
   856     2.50   396.00  -0.226E-07  -0.192E+00   0.337E-03  -0.938E-02
   857     3.00   396.00   0.303E-07  -0.192E+00   0.403E-03  -0.936E-02
   858     3.50   396.00   0.981E-07  -0.192E+00   0.468E-03  -0.933E-02
   859     4.00   396.00   0.135E-06  -0.192E+00   0.532E-03  -0.930E-02
   860     4.25   396.00   0.155E-06  -0.192E+00   0.564E-03  -0.928E-02
   861     4.50   396.00   0.155E-06  -0.192E+00   0.596E-03  -0.926E-02
   862     4.75   396.00   0.121E-06  -0.192E+00   0.627E-03  -0.925E-02
   863     5.00   396.00   0.801E-07  -0.192E+00   0.658E-03  -0.922E-02
   864     5.50   396.00   0.909E-07  -0.192E+00   0.719E-03  -0.918E-02
   865     6.00   396.00   0.171E-06  -0.192E+00   0.779E-03  -0.913E-02
   866     6.50   396.00   0.337E-06  -0.192E+00   0.838E-03  -0.908E-02
   867     7.00   396.00   0.492E-06  -0.192E+00   0.895E-03  -0.903E-02
   868     7.50   396.00   0.580E-06  -0.192E+00   0.951E-03  -0.897E-02
   869     8.00   396.00   0.650E-06  -0.192E+00   0.100E-02  -0.891E-02
   870     8.50   396.00   0.747E-06  -0.192E+00   0.106E-02  -0.884E-02
   871     9.00   396.00   0.862E-06  -0.192E+00   0.111E-02  -0.878E-02
   872    10.00   396.00   0.105E-05  -0.192E+00   0.120E-02  -0.864E-02
   873    11.00   396.00   0.125E-05  -0.192E+00   0.129E-02  -0.848E-02
   874    13.00   396.00   0.200E-05  -0.192E+00   0.145E-02  -0.815E-02
   875    15.00   396.00   0.357E-05  -0.192E+00   0.157E-02  -0.780E-02
   876    19.00   396.00   0.686E-05  -0.192E+00   0.173E-02  -0.704E-02
   877    23.00   396.00   0.108E-04  -0.192E+00   0.179E-02  -0.629E-02
   878    31.00   396.00   0.205E-04  -0.192E+00   0.171E-02  -0.488E-02
   879    39.00   396.00   0.258E-04  -0.192E+00   0.148E-02  -0.375E-02
   880    55.00   396.00   0.349E-04  -0.192E+00   0.101E-02  -0.231E-02
   881    71.00   396.00   0.425E-04  -0.191E+00   0.650E-03  -0.144E-02
   882   103.00   396.00   0.399E-04  -0.191E+00   0.238E-03  -0.699E-03
   883   135.00   396.00   0.000E+00  -0.191E+00   0.000E+00  -0.498E-03
   884     0.00   396.50   0.000E+00  -0.192E+00   0.000E+00  -0.959E-02
   885     1.00   396.50  -0.321E-07  -0.192E+00   0.139E-03  -0.958E-02
   886     2.00   396.50  -0.112E-06  -0.192E+00   0.277E-03  -0.956E-02
   887     3.00   396.50  -0.914E-07  -0.192E+00   0.413E-03  -0.951E-02
   888     4.00   396.50  -0.128E-08  -0.192E+00   0.546E-03  -0.945E-02
   889     4.50   396.50  -0.781E-09  -0.192E+00   0.611E-03  -0.941E-02
   890     5.00   396.50   0.367E-08  -0.192E+00   0.675E-03  -0.937E-02
   891     6.00   396.50   0.857E-07  -0.192E+00   0.799E-03  -0.928E-02
   892     7.00   396.50   0.244E-06  -0.192E+00   0.917E-03  -0.917E-02
   893     8.00   396.50   0.382E-06  -0.192E+00   0.103E-02  -0.904E-02
   894     9.00   396.50   0.550E-06  -0.192E+00   0.113E-02  -0.891E-02
   895    11.00   396.50   0.907E-06  -0.192E+00   0.132E-02  -0.860E-02
   896    15.00   396.50   0.315E-05  -0.192E+00   0.160E-02  -0.789E-02
   897    23.00   396.50   0.103E-04  -0.192E+00   0.182E-02  -0.634E-02
   898    39.00   396.50   0.254E-04  -0.192E+00   0.148E-02  -0.376E-02
   899    71.00   396.50   0.424E-04  -0.192E+00   0.644E-03  -0.143E-02
   900   135.00   396.50   0.000E+00  -0.191E+00   0.000E+00  -0.496E-03
   901     0.00   397.00   0.000E+00  -0.192E+00   0.000E+00  -0.975E-02
   902     0.50   397.00  -0.291E-07  -0.192E+00   0.715E-04  -0.975E-02
   903     1.00   397.00  -0.601E-07  -0.192E+00   0.143E-03  -0.974E-02
   904     1.50   397.00  -0.812E-07  -0.192E+00   0.214E-03  -0.973E-02
   905     2.00   397.00  -0.180E-06  -0.192E+00   0.285E-03  -0.971E-02
   906     2.50   397.00  -0.260E-06  -0.192E+00   0.355E-03  -0.969E-02
   907     3.00   397.00  -0.251E-06  -0.192E+00   0.424E-03  -0.967E-02
   908     3.50   397.00  -0.222E-06  -0.192E+00   0.493E-03  -0.964E-02
   909     4.00   397.00  -0.194E-06  -0.192E+00   0.561E-03  -0.960E-02
   910     4.25   397.00  -0.162E-06  -0.192E+00   0.594E-03  -0.958E-02
   911     4.50   397.00  -0.129E-06  -0.192E+00   0.627E-03  -0.956E-02
   912     4.75   397.00  -0.117E-06  -0.192E+00   0.660E-03  -0.954E-02
   913     5.00   397.00  -0.108E-06  -0.192E+00   0.693E-03  -0.952E-02
   914     5.50   397.00  -0.817E-07  -0.192E+00   0.757E-03  -0.947E-02
   915     6.00   397.00  -0.457E-07  -0.192E+00   0.820E-03  -0.942E-02
   916     6.50   397.00   0.165E-07  -0.192E+00   0.881E-03  -0.936E-02
   917     7.00   397.00   0.933E-07  -0.192E+00   0.941E-03  -0.931E-02
   918     7.50   397.00   0.118E-06  -0.192E+00   0.999E-03  -0.924E-02
   919     8.00   397.00   0.139E-06  -0.192E+00   0.105E-02  -0.918E-02
   920     8.50   397.00   0.170E-06  -0.192E+00   0.111E-02  -0.911E-02
   921     9.00   397.00   0.228E-06  -0.192E+00   0.116E-02  -0.904E-02
   922    10.00   397.00   0.418E-06  -0.192E+00   0.126E-02  -0.888E-02
   923    11.00   397.00   0.579E-06  -0.192E+00   0.135E-02  -0.872E-02
   924    13.00   397.00   0.128E-05  -0.192E+00   0.151E-02  -0.836E-02
   925    15.00   397.00   0.273E-05  -0.192E+00   0.164E-02  -0.799E-02
   926    19.00   397.00   0.597E-05  -0.192E+00   0.179E-02  -0.718E-02
   927    23.00   397.00   0.986E-05  -0.192E+00   0.184E-02  -0.639E-02
   928    31.00   397.00   0.197E-04  -0.192E+00   0.173E-02  -0.493E-02
   929    39.00   397.00   0.251E-04  -0.192E+00   0.149E-02  -0.377E-02
   930    55.00   397.00   0.341E-04  -0.192E+00   0.999E-03  -0.231E-02
   931    71.00   397.00   0.423E-04  -0.192E+00   0.638E-03  -0.143E-02
   932   103.00   397.00   0.397E-04  -0.192E+00   0.232E-03  -0.693E-03
   933   135.00   397.00   0.000E+00  -0.191E+00   0.000E+00  -0.494E-03
   934     0.00   397.50   0.000E+00  -0.192E+00   0.000E+00  -0.991E-02
   935     1.00   397.50  -0.958E-07  -0.192E+00   0.147E-03  -0.990E-02
   936     2.00   397.50  -0.272E-06  -0.192E+00   0.292E-03  -0.987E-02
   937     3.00   397.50  -0.401E-06  -0.192E+00   0.436E-03  -0.983E-02
   938     4.00   397.50  -0.396E-06  -0.192E+00   0.575E-03  -0.976E-02
   939     4.50   397.50  -0.352E-06  -0.192E+00   0.644E-03  -0.972E-02
   940     5.00   397.50  -0.291E-06  -0.192E+00   0.711E-03  -0.967E-02
   941     6.00   397.50  -0.231E-06  -0.192E+00   0.841E-03  -0.957E-02
   942     7.00   397.50  -0.203E-06  -0.192E+00   0.964E-03  -0.945E-02
   943     8.00   397.50  -0.171E-06  -0.192E+00   0.108E-02  -0.932E-02
   944     9.00   397.50  -0.928E-07  -0.192E+00   0.119E-02  -0.917E-02
   945    11.00   397.50   0.198E-06  -0.192E+00   0.138E-02  -0.884E-02
   946    15.00   397.50   0.233E-05  -0.192E+00   0.167E-02  -0.808E-02
   947    23.00   397.50   0.940E-05  -0.192E+00   0.186E-02  -0.644E-02
   948    39.00   397.50   0.248E-04  -0.192E+00   0.149E-02  -0.378E-02
   949    71.00   397.50   0.422E-04  -0.192E+00   0.632E-03  -0.143E-02
   950   135.00   397.50   0.000E+00  -0.191E+00   0.000E+00  -0.492E-03
   951     0.00   398.00   0.000E+00  -0.192E+00   0.000E+00  -0.101E-01
   952     0.50   398.00  -0.785E-07  -0.192E+00   0.755E-04  -0.101E-01
   953     1.00   398.00  -0.177E-06  -0.192E+00   0.151E-03  -0.101E-01
   954     1.50   398.00  -0.260E-06  -0.192E+00   0.226E-03  -0.101E-01
   955     2.00   398.00  -0.341E-06  -0.192E+00   0.300E-03  -0.100E-01
   956     2.50   398.00  -0.429E-06  -0.192E+00   0.374E-03  -0.100E-01
   957     3.00   398.00  -0.525E-06  -0.192E+00   0.447E-03  -0.999E-02
   958     3.50   398.00  -0.608E-06  -0.192E+00   0.520E-03  -0.996E-02
   959     4.00   398.00  -0.647E-06  -0.192E+00   0.591E-03  -0.992E-02
   960     4.25   398.00  -0.642E-06  -0.192E+00   0.626E-03  -0.990E-02
   961     4.50   398.00  -0.616E-06  -0.192E+00   0.661E-03  -0.988E-02
   962     4.75   398.00  -0.575E-06  -0.192E+00   0.695E-03  -0.985E-02
   963     5.00   398.00  -0.530E-06  -0.192E+00   0.730E-03  -0.983E-02
   964     5.50   398.00  -0.469E-06  -0.192E+00   0.797E-03  -0.978E-02
