  STRAINS @ CENTER OF THE ELEMENTS:


  ELEMENT  R-COORD  Z-COORD       EPS R          EPS TH         EPS Z         EPS RZ
    309     4.25   398.50      0.143579E-03   0.151261E-03  -0.332451E-03   0.122865E-03
    310     4.75   398.50      0.140816E-03   0.150311E-03  -0.328479E-03   0.135956E-03
    311     5.50   398.50      0.136162E-03   0.148708E-03  -0.321810E-03   0.154716E-03
    312     6.50   398.50      0.129215E-03   0.146260E-03  -0.311742E-03   0.178068E-03
    313     7.50   398.50      0.121490E-03   0.143484E-03  -0.300478E-03   0.199246E-03
    314     8.50   398.50      0.113139E-03   0.140413E-03  -0.288222E-03   0.218131E-03
    315    10.00   398.50      0.996954E-04   0.135328E-03  -0.268324E-03   0.241660E-03
    316    13.00   398.50      0.718524E-04   0.123883E-03  -0.225919E-03   0.272125E-03
    317    19.00   398.50      0.221647E-04   0.990101E-04  -0.143851E-03   0.277957E-03
    318    31.00   398.50     -0.261995E-04   0.570081E-04  -0.421262E-04   0.193869E-03
    319    55.00   398.50     -0.273549E-04   0.178527E-04   0.472787E-05   0.612003E-04
    320   103.00   398.50     -0.966522E-05   0.216428E-05   0.556041E-05   0.820128E-05
    321     0.50   399.50      0.163784E-03   0.163986E-03  -0.369196E-03   0.163568E-04
    322     1.50   399.50      0.162291E-03   0.163475E-03  -0.367051E-03   0.488533E-04
    323     2.50   399.50      0.159353E-03   0.162484E-03  -0.362838E-03   0.807186E-04
    324     3.50   399.50      0.155015E-03   0.161018E-03  -0.356600E-03   0.111336E-03
    325     4.25   399.50      0.150972E-03   0.159616E-03  -0.350722E-03   0.133336E-03
    326     4.75   399.50      0.147911E-03   0.158549E-03  -0.346302E-03   0.147458E-03
    327     5.50   399.50      0.142776E-03   0.156759E-03  -0.338910E-03   0.167611E-03
    328     6.50   399.50      0.135057E-03   0.154033E-03  -0.327703E-03   0.192654E-03
    329     7.50   399.50      0.126476E-03   0.150943E-03  -0.315170E-03   0.215142E-03
    330     8.50   399.50      0.117272E-03   0.147531E-03  -0.301613E-03   0.235063E-03
    331    10.00   399.50      0.102528E-03   0.141901E-03  -0.279702E-03   0.259607E-03
    332    13.00   399.50      0.722245E-04   0.129296E-03  -0.233230E-03   0.290049E-03
    333    19.00   399.50      0.194306E-04   0.102237E-03  -0.145070E-03   0.291382E-03
    334    31.00   399.50     -0.290851E-04   0.576746E-04  -0.400397E-04   0.196960E-03
    335    55.00   399.50     -0.278450E-04   0.176069E-04   0.544821E-05   0.599455E-04
    336   103.00   399.50     -0.944472E-05   0.210095E-05   0.545002E-05   0.793743E-05
    337     0.50   400.50      0.173248E-03   0.173473E-03  -0.391179E-03   0.178477E-04
    338     1.50   400.50      0.171573E-03   0.172901E-03  -0.388766E-03   0.532521E-04
    339     2.50   400.50      0.168275E-03   0.171789E-03  -0.384028E-03   0.878707E-04
    340     3.50   400.50      0.163418E-03   0.170145E-03  -0.377042E-03   0.121152E-03
    341     4.25   400.50      0.158890E-03   0.168574E-03  -0.370434E-03   0.144901E-03
    342     4.75   400.50      0.155473E-03   0.167379E-03  -0.365479E-03   0.160108E-03
    343     5.50   400.50      0.149718E-03   0.165375E-03  -0.357180E-03   0.181875E-03
    344     6.50   400.50      0.141138E-03   0.162325E-03  -0.344670E-03   0.208676E-03
    345     7.50   400.50      0.131669E-03   0.158883E-03  -0.330766E-03   0.232628E-03
    346     8.50   400.50      0.121444E-03   0.155089E-03  -0.315661E-03   0.253641E-03
    347    10.00   400.50      0.105264E-03   0.148841E-03  -0.291520E-03   0.279083E-03
    348    13.00   400.50      0.722964E-04   0.134945E-03  -0.240590E-03   0.309248E-03
    349    19.00   400.50      0.162927E-04   0.105498E-03  -0.145956E-03   0.305266E-03
    350    31.00   400.50     -0.320907E-04   0.582554E-04  -0.377474E-04   0.199686E-03
    351    55.00   400.50     -0.282769E-04   0.173289E-04   0.614780E-05   0.585825E-04
    352   103.00   400.50     -0.920947E-05   0.203530E-05   0.532969E-05   0.767309E-05
    353     0.50   401.50      0.183400E-03   0.183654E-03  -0.414881E-03   0.194793E-04
    354     1.50   401.50      0.181527E-03   0.183012E-03  -0.412178E-03   0.580981E-04
    355     2.50   401.50      0.177812E-03   0.181765E-03  -0.406835E-03   0.958541E-04
    356     3.50   401.50      0.172408E-03   0.179920E-03  -0.399032E-03   0.132021E-03
    357     4.25   401.50      0.167365E-03   0.178170E-03  -0.391670E-03   0.157757E-03
    358     4.75   401.50      0.163475E-03   0.176832E-03  -0.386041E-03   0.174168E-03
    359     5.50   401.50      0.157016E-03   0.174582E-03  -0.376699E-03   0.197604E-03
    360     6.50   401.50      0.147498E-03   0.171168E-03  -0.362757E-03   0.226297E-03
    361     7.50   401.50      0.136968E-03   0.167325E-03  -0.347258E-03   0.251802E-03
    362     8.50   401.50      0.125645E-03   0.163097E-03  -0.330460E-03   0.273902E-03
    363    10.00   401.50      0.107895E-03   0.156159E-03  -0.303778E-03   0.300228E-03
    364    13.00   401.50      0.719972E-04   0.140823E-03  -0.247949E-03   0.329752E-03
    365    19.00   401.50      0.127171E-04   0.108776E-03  -0.146448E-03   0.319490E-03
    366    31.00   401.50     -0.352028E-04   0.587374E-04  -0.352500E-04   0.201989E-03
    367    55.00   401.50     -0.286425E-04   0.170179E-04   0.681886E-05   0.571143E-04
    368   103.00   401.50     -0.895945E-05   0.196736E-05   0.519862E-05   0.740867E-05
    369     0.50   402.50      0.194276E-03   0.194555E-03  -0.440419E-03   0.213039E-04
    370     1.50   402.50      0.192174E-03   0.193842E-03  -0.437389E-03   0.634845E-04
    371     2.50   402.50      0.188066E-03   0.192447E-03  -0.431465E-03   0.104649E-03
    372     3.50   402.50      0.182012E-03   0.190401E-03  -0.422725E-03   0.144045E-03
    373     4.25   402.50      0.176307E-03   0.188438E-03  -0.414385E-03   0.172044E-03
    374     4.75   402.50      0.171962E-03   0.186938E-03  -0.408080E-03   0.189838E-03
    375     5.50   402.50      0.164749E-03   0.184418E-03  -0.397618E-03   0.215021E-03
    376     6.50   402.50      0.154038E-03   0.180591E-03  -0.381908E-03   0.245719E-03
    377     7.50   402.50      0.142314E-03   0.176282E-03  -0.364582E-03   0.272789E-03
    378     8.50   402.50      0.129900E-03   0.171565E-03  -0.346043E-03   0.296031E-03
    379    10.00   402.50      0.110327E-03   0.163860E-03  -0.316481E-03   0.323143E-03
    380    13.00   402.50      0.712685E-04   0.146916E-03  -0.255217E-03   0.351599E-03
    381    19.00   402.50      0.867261E-05   0.112040E-03  -0.146484E-03   0.333929E-03
    382    31.00   402.50     -0.384024E-04   0.591063E-04  -0.325479E-04   0.203805E-03
    383    55.00   402.50     -0.289336E-04   0.166728E-04   0.745583E-05   0.555440E-04
    384   103.00   402.50     -0.869468E-05   0.189715E-05   0.505691E-05   0.714475E-05
    385     0.50   403.50      0.205964E-03   0.206274E-03  -0.468112E-03   0.232953E-04
    386     1.50   403.50      0.203637E-03   0.205486E-03  -0.464759E-03   0.695771E-04
    387     2.50   403.50      0.198976E-03   0.203925E-03  -0.458033E-03   0.114496E-03
    388     3.50   403.50      0.192187E-03   0.201614E-03  -0.448201E-03   0.157422E-03
    389     4.25   403.50      0.185812E-03   0.199414E-03  -0.438851E-03   0.187859E-03
    390     4.75   403.50      0.180914E-03   0.197730E-03  -0.431724E-03   0.207099E-03
    391     5.50   403.50      0.172780E-03   0.194897E-03  -0.419884E-03   0.234198E-03
    392     6.50   403.50      0.160825E-03   0.190599E-03  -0.402259E-03   0.267154E-03
    393     7.50   403.50      0.147818E-03   0.185776E-03  -0.382918E-03   0.295825E-03
    394     8.50   403.50      0.134049E-03   0.180510E-03  -0.362271E-03   0.320172E-03
    395    10.00   403.50      0.112491E-03   0.171934E-03  -0.329537E-03   0.347948E-03
    396    13.00   403.50      0.700095E-04   0.153201E-03  -0.262287E-03   0.374767E-03
    397    19.00   403.50      0.414220E-05   0.115258E-03  -0.146017E-03   0.348489E-03
    398    31.00   403.50     -0.416657E-04   0.593467E-04  -0.296489E-04   0.205066E-03
    399    55.00   403.50     -0.291416E-04   0.162928E-04   0.805331E-05   0.538763E-04
    400   103.00   403.50     -0.841523E-05   0.182469E-05   0.490494E-05   0.688176E-05
    401     0.50   404.50      0.218545E-03   0.218902E-03  -0.498191E-03   0.255515E-04
    402     1.50   404.50      0.215897E-03   0.217997E-03  -0.494349E-03   0.762202E-04
    403     2.50   404.50      0.210629E-03   0.216232E-03  -0.486726E-03   0.125456E-03
    404     3.50   404.50      0.202898E-03   0.213608E-03  -0.475478E-03   0.172222E-03
    405     4.25   404.50      0.195742E-03   0.211113E-03  -0.464944E-03   0.205395E-03
    406     4.75   404.50      0.190278E-03   0.209214E-03  -0.456955E-03   0.226214E-03
    407     5.50   404.50      0.181191E-03   0.206028E-03  -0.443669E-03   0.255407E-03
    408     6.50   404.50      0.167872E-03   0.201208E-03  -0.423942E-03   0.290642E-03
    409     7.50   404.50      0.153354E-03   0.195813E-03  -0.402254E-03   0.321007E-03
    410     8.50   404.50      0.138015E-03   0.189924E-03  -0.379125E-03   0.346421E-03
    411    10.00   404.50      0.114287E-03   0.180364E-03  -0.342823E-03   0.374715E-03
    412    13.00   404.50      0.681467E-04   0.159641E-03  -0.269065E-03   0.399225E-03
    413    19.00   404.50     -0.895423E-06   0.118389E-03  -0.144992E-03   0.363074E-03
    414    31.00   404.50     -0.449622E-04   0.594421E-04  -0.265645E-04   0.205715E-03
    415    55.00   404.50     -0.292578E-04   0.158772E-04   0.860433E-05   0.521159E-04
    416   103.00   404.50     -0.812127E-05   0.174999E-05   0.474274E-05   0.662006E-05
    417     0.50   405.50      0.232018E-03   0.232429E-03  -0.530698E-03   0.280693E-04
    418     1.50   405.50      0.228962E-03   0.231384E-03  -0.526241E-03   0.837030E-04
    419     2.50   405.50      0.222994E-03   0.229361E-03  -0.517553E-03   0.137608E-03
    420     3.50   405.50      0.214240E-03   0.226388E-03  -0.504785E-03   0.188733E-03
    421     4.25   405.50      0.206122E-03   0.223555E-03  -0.492784E-03   0.224648E-03
    422     4.75   405.50      0.200043E-03   0.221406E-03  -0.483834E-03   0.247286E-03
    423     5.50   405.50      0.189901E-03   0.217821E-03  -0.468938E-03   0.278782E-03
    424     6.50   405.50      0.174986E-03   0.212406E-03  -0.446748E-03   0.316361E-03
    425     7.50   405.50      0.158839E-03   0.206358E-03  -0.422509E-03   0.348463E-03
    426     8.50   405.50      0.141801E-03   0.199775E-03  -0.396656E-03   0.374893E-03
    427    10.00   405.50      0.115601E-03   0.189115E-03  -0.356240E-03   0.403426E-03
    428    13.00   405.50      0.656184E-04   0.166186E-03  -0.275450E-03   0.424910E-03
    429    19.00   405.50     -0.645800E-05   0.121385E-03  -0.143335E-03   0.377445E-03
    430    31.00   405.50     -0.482529E-04   0.593752E-04  -0.233147E-04   0.205692E-03
    431    55.00   405.50     -0.292736E-04   0.154254E-04   0.910209E-05   0.502696E-04
    432   103.00   405.50     -0.781299E-05   0.167309E-05   0.457041E-05   0.636010E-05
    433     0.50   406.50      0.246367E-03   0.246848E-03  -0.565738E-03   0.309482E-04
    434     1.50   406.50      0.242871E-03   0.245640E-03  -0.560611E-03   0.920717E-04
    435     2.50   406.50      0.236050E-03   0.243328E-03  -0.550637E-03   0.151148E-03
    436     3.50   406.50      0.226178E-03   0.239940E-03  -0.536156E-03   0.207042E-03
    437     4.25   406.50      0.217053E-03   0.236739E-03  -0.522598E-03   0.246038E-03
    438     4.75   406.50      0.210151E-03   0.234311E-03  -0.512398E-03   0.270395E-03
    439     5.50   406.50      0.198779E-03   0.230261E-03  -0.495611E-03   0.304387E-03
    440     6.50   406.50      0.182089E-03   0.224166E-03  -0.470644E-03   0.344489E-03
    441     7.50   406.50      0.164058E-03   0.217370E-03  -0.443419E-03   0.378233E-03
    442     8.50   406.50      0.145233E-03   0.210000E-03  -0.414659E-03   0.405640E-03
    443    10.00   406.50      0.116381E-03   0.198119E-03  -0.369762E-03   0.434124E-03
    444    13.00   406.50      0.623267E-04   0.172765E-03  -0.281279E-03   0.451613E-03
    445    19.00   406.50     -0.125286E-04   0.124187E-03  -0.140990E-03   0.391347E-03
    446    31.00   406.50     -0.514933E-04   0.591275E-04  -0.199219E-04   0.204930E-03
    447    55.00   406.50     -0.291804E-04   0.149368E-04   0.953976E-05   0.483471E-04
    448   103.00   406.50     -0.749064E-05   0.159400E-05   0.438838E-05   0.610197E-05
    449     0.50   407.50      0.261586E-03   0.262118E-03  -0.603456E-03   0.341470E-04
    450     1.50   407.50      0.257598E-03   0.260762E-03  -0.597599E-03   0.101431E-03
    451     2.50   407.50      0.249775E-03   0.258110E-03  -0.586094E-03   0.166267E-03
    452     3.50   407.50      0.238609E-03   0.254245E-03  -0.569599E-03   0.227166E-03
    453     4.25   407.50      0.228313E-03   0.250615E-03  -0.554221E-03   0.269542E-03
    454     4.75   407.50      0.220509E-03   0.247865E-03  -0.542638E-03   0.295946E-03
    455     5.50   407.50      0.207680E-03   0.243280E-03  -0.523569E-03   0.332257E-03
    456     6.50   407.50      0.189056E-03   0.236402E-03  -0.495518E-03   0.375027E-03
    457     7.50   407.50      0.169022E-03   0.228774E-03  -0.465020E-03   0.410451E-03
    458     8.50   407.50      0.148141E-03   0.220523E-03  -0.432876E-03   0.438642E-03
    459    10.00   407.50      0.116446E-03   0.207279E-03  -0.383125E-03   0.466680E-03
    460    13.00   407.50      0.581946E-04   0.179282E-03  -0.286385E-03   0.479139E-03
    461    19.00   407.50     -0.190685E-04   0.126721E-03  -0.137916E-03   0.404479E-03
    462    31.00   407.50     -0.546301E-04   0.586801E-04  -0.164173E-04   0.203380E-03
    463    55.00   407.50     -0.289696E-04   0.144109E-04   0.991105E-05   0.463558E-04
    464   103.00   407.50     -0.715456E-05   0.151275E-05   0.419641E-05   0.584616E-05
    465     0.50   408.50      0.277503E-03   0.278103E-03  -0.643615E-03   0.374914E-04
    466     1.50   408.50      0.273015E-03   0.276575E-03  -0.636997E-03   0.111613E-03
    467     2.50   408.50      0.264161E-03   0.273588E-03  -0.623923E-03   0.182805E-03
    468     3.50   408.50      0.251410E-03   0.269200E-03  -0.605001E-03   0.249207E-03
    469     4.25   408.50      0.239738E-03   0.265071E-03  -0.587465E-03   0.295332E-03
    470     4.75   408.50      0.230961E-03   0.261951E-03  -0.574333E-03   0.323692E-03
    471     5.50   408.50      0.216563E-03   0.256766E-03  -0.552796E-03   0.362709E-03
    472     6.50   408.50      0.195738E-03   0.249012E-03  -0.521190E-03   0.407990E-03
    473     7.50   408.50      0.173454E-03   0.240443E-03  -0.487016E-03   0.445024E-03
    474     8.50   408.50      0.150340E-03   0.231209E-03  -0.451109E-03   0.473725E-03
    475    10.00   408.50      0.115692E-03   0.216459E-03  -0.396061E-03   0.500881E-03
    476    13.00   408.50      0.531456E-04   0.185608E-03  -0.290594E-03   0.507095E-03
    477    19.00   408.50     -0.260147E-04   0.128901E-03  -0.134099E-03   0.416545E-03
    478    31.00   408.50     -0.575995E-04   0.580136E-04  -0.128434E-04   0.201013E-03
    479    55.00   408.50     -0.286332E-04   0.138476E-04   0.102089E-04   0.443045E-04
    480   103.00   408.50     -0.680514E-05   0.142936E-05   0.399490E-05   0.559280E-05
    481     0.50   409.50      0.293894E-03   0.294578E-03  -0.685951E-03   0.412667E-04
    482     1.50   409.50      0.288881E-03   0.292857E-03  -0.678512E-03   0.122619E-03
    483     2.50   409.50      0.278986E-03   0.289522E-03  -0.663845E-03   0.200740E-03
    484     3.50   409.50      0.264543E-03   0.284601E-03  -0.642324E-03   0.273281E-03
    485     4.25   409.50      0.251247E-03   0.279932E-03  -0.622239E-03   0.323244E-03
    486     4.75   409.50      0.241333E-03   0.276401E-03  -0.607313E-03   0.353886E-03
    487     5.50   409.50      0.225145E-03   0.270539E-03  -0.582889E-03   0.395430E-03
    488     6.50   409.50      0.201833E-03   0.261796E-03  -0.547229E-03   0.443196E-03
    489     7.50   409.50      0.177122E-03   0.252171E-03  -0.508958E-03   0.481589E-03
    490     8.50   409.50      0.151716E-03   0.241852E-03  -0.469090E-03   0.510593E-03
    491    10.00   409.50      0.113948E-03   0.225470E-03  -0.408299E-03   0.536252E-03
    492    13.00   409.50      0.471823E-04   0.191572E-03  -0.293774E-03   0.535071E-03
    493    19.00   409.50     -0.332809E-04   0.130629E-03  -0.129525E-03   0.427189E-03
    494    31.00   409.50     -0.603257E-04   0.571087E-04  -0.924957E-05   0.197799E-03
    495    55.00   409.50     -0.281636E-04   0.132467E-04   0.104263E-04   0.422014E-04
    496   103.00   409.50     -0.644288E-05   0.134386E-05   0.378427E-05   0.534196E-05
    497     0.50   410.50      0.310573E-03   0.311353E-03  -0.730380E-03   0.453128E-04
    498     1.50   410.50      0.304839E-03   0.309381E-03  -0.721781E-03   0.134460E-03
    499     2.50   410.50      0.293729E-03   0.305597E-03  -0.705148E-03   0.219725E-03
    500     3.50   410.50      0.277618E-03   0.300075E-03  -0.680977E-03   0.298876E-03
    501     4.25   410.50      0.262689E-03   0.294849E-03  -0.658263E-03   0.353075E-03
    502     4.75   410.50      0.251436E-03   0.290882E-03  -0.641209E-03   0.385873E-03
    503     5.50   410.50      0.233169E-03   0.284281E-03  -0.613434E-03   0.430201E-03
    504     6.50   410.50      0.207116E-03   0.274448E-03  -0.573190E-03   0.480265E-03
    505     7.50   410.50      0.179780E-03   0.263660E-03  -0.530405E-03   0.519664E-03
    506     8.50   410.50      0.152064E-03   0.252163E-03  -0.486300E-03   0.548521E-03
    507    10.00   410.50      0.111110E-03   0.234036E-03  -0.419495E-03   0.572143E-03
    508    13.00   410.50      0.403116E-04   0.196961E-03  -0.295710E-03   0.562407E-03
    509    19.00   410.50     -0.407109E-04   0.131790E-03  -0.124220E-03   0.435944E-03
    510    31.00   410.50     -0.627267E-04   0.559467E-04  -0.569038E-05   0.193719E-03
    511    55.00   410.50     -0.275539E-04   0.126080E-04   0.105577E-04   0.400569E-04
    512   103.00   410.50     -0.606837E-05   0.125626E-05   0.356495E-05   0.509404E-05
    513     0.50   411.50      0.326891E-03   0.327709E-03  -0.775555E-03   0.494137E-04
    514     1.50   411.50      0.320451E-03   0.325568E-03  -0.765920E-03   0.146975E-03
    515     2.50   411.50      0.307878E-03   0.321275E-03  -0.746943E-03   0.239556E-03
    516     3.50   411.50      0.290037E-03   0.315089E-03  -0.719920E-03   0.325402E-03
    517     4.25   411.50      0.273376E-03   0.309260E-03  -0.694387E-03   0.383992E-03
    518     4.75   411.50      0.260795E-03   0.304834E-03  -0.675184E-03   0.419329E-03
    519     5.50   411.50      0.240375E-03   0.297459E-03  -0.643809E-03   0.465954E-03
    520     6.50   411.50      0.211486E-03   0.286489E-03  -0.598680E-03   0.518455E-03
    521     7.50   411.50      0.181223E-03   0.274483E-03  -0.550729E-03   0.558467E-03
    522     8.50   411.50      0.151039E-03   0.261726E-03  -0.502088E-03   0.586529E-03
    523    10.00   411.50      0.107189E-03   0.241789E-03  -0.429312E-03   0.607638E-03
    524    13.00   411.50      0.326028E-04   0.201500E-03  -0.296181E-03   0.588223E-03
    525    19.00   411.50     -0.480833E-04   0.132251E-03  -0.118277E-03   0.442385E-03
    526    31.00   411.50     -0.647101E-04   0.545088E-04  -0.223083E-05   0.188758E-03
    527    55.00   411.50     -0.267987E-04   0.119316E-04   0.105994E-04   0.378767E-04
    528   103.00   411.50     -0.568233E-05   0.116659E-05   0.333840E-05   0.484850E-05
    529     0.50   412.50      0.341956E-03   0.343046E-03  -0.820274E-03   0.538162E-04
    530     1.50   412.50      0.335003E-03   0.340525E-03  -0.809640E-03   0.159566E-03
    531     2.50   412.50      0.320848E-03   0.335840E-03  -0.788170E-03   0.260017E-03
    532     3.50   412.50      0.300654E-03   0.328852E-03  -0.757233E-03   0.352100E-03
    533     4.25   412.50      0.282271E-03   0.322319E-03  -0.728748E-03   0.414734E-03
    534     4.75   412.50      0.268859E-03   0.317404E-03  -0.707916E-03   0.452152E-03
    535     5.50   412.50      0.246475E-03   0.309304E-03  -0.673199E-03   0.501935E-03
    536     6.50   412.50      0.214537E-03   0.297203E-03  -0.622672E-03   0.555915E-03
    537     7.50   412.50      0.181499E-03   0.283994E-03  -0.569637E-03   0.596650E-03
    538     8.50   412.50      0.148678E-03   0.269989E-03  -0.515823E-03   0.623186E-03
    539    10.00   412.50      0.102066E-03   0.248226E-03  -0.437184E-03   0.641000E-03
    540    13.00   412.50      0.243228E-04   0.204836E-03  -0.295062E-03   0.611324E-03
    541    19.00   412.50     -0.551207E-04   0.131866E-03  -0.111848E-03   0.446105E-03
    542    31.00   412.50     -0.661737E-04   0.527768E-04   0.105022E-05   0.182911E-03
    543    55.00   412.50     -0.258942E-04   0.112176E-04   0.105466E-04   0.356640E-04
    544   103.00   412.50     -0.528565E-05   0.107486E-05   0.310522E-05   0.460413E-05
    545     0.50   413.50      0.354589E-03   0.355418E-03  -0.862034E-03   0.584892E-04
    546     1.50   413.50      0.346860E-03   0.352960E-03  -0.850179E-03   0.171068E-03
    547     2.50   413.50      0.331560E-03   0.347860E-03  -0.826975E-03   0.279751E-03
    548     3.50   413.50      0.308858E-03   0.340152E-03  -0.791427E-03   0.377261E-03
    549     4.25   413.50      0.289160E-03   0.332953E-03  -0.760482E-03   0.444183E-03
    550     4.75   413.50      0.274223E-03   0.327570E-03  -0.736812E-03   0.482257E-03
    551     5.50   413.50      0.250364E-03   0.318708E-03  -0.699432E-03   0.535643E-03
    552     6.50   413.50      0.215507E-03   0.305554E-03  -0.643302E-03   0.590605E-03
    553     7.50   413.50      0.180610E-03   0.291216E-03  -0.586441E-03   0.631415E-03
    554     8.50   413.50      0.145135E-03   0.276116E-03  -0.526915E-03   0.656504E-03
    555    10.00   413.50      0.959373E-04   0.252692E-03  -0.442442E-03   0.670546E-03
    556    13.00   413.50      0.158678E-04   0.206540E-03  -0.292344E-03   0.630546E-03
    557    19.00   413.50     -0.614029E-04   0.130485E-03  -0.105246E-03   0.447080E-03
    558    31.00   413.50     -0.670081E-04   0.507315E-04   0.406845E-05   0.176107E-03
    559    55.00   413.50     -0.248398E-04   0.104657E-04   0.103994E-04   0.334029E-04
    560   103.00   413.50     -0.487957E-05   0.981049E-06   0.286704E-05   0.435808E-05
    561     0.50   414.50      0.430158E-03   0.431900E-03  -0.105928E-02   0.570008E-04
    562     1.50   414.50      0.419219E-03   0.427922E-03  -0.104469E-02   0.171223E-03
    563     2.50   414.50      0.398408E-03   0.420700E-03  -0.101702E-02   0.278880E-03
    564     3.50   414.50      0.369472E-03   0.410498E-03  -0.979172E-03   0.376632E-03
    565     4.25   414.50      0.342622E-03   0.400966E-03  -0.942991E-03   0.442045E-03
    566     4.75   414.50      0.323052E-03   0.393815E-03  -0.916665E-03   0.481927E-03
    567     5.50   414.50      0.290976E-03   0.382000E-03  -0.872785E-03   0.532971E-03
    568     6.50   414.50      0.247091E-03   0.364665E-03  -0.811734E-03   0.588783E-03
    569     7.50   414.50      0.200819E-03   0.345899E-03  -0.744703E-03   0.627654E-03
    570     8.50   414.50      0.156924E-03   0.326225E-03  -0.678983E-03   0.653551E-03
    571    10.00   414.50      0.941964E-04   0.295947E-03  -0.578043E-03   0.665544E-03
    572    13.00   414.50     -0.223854E-05   0.236982E-03  -0.400086E-03   0.625389E-03
    573    19.00   414.50     -0.876177E-04   0.143279E-03  -0.162400E-03   0.439141E-03
    574    31.00   414.50     -0.774501E-04   0.518837E-04  -0.159752E-04   0.165385E-03
    575    55.00   414.50     -0.248739E-04   0.100159E-04   0.311381E-05   0.298537E-04
    576   103.00   414.50     -0.451926E-05   0.905739E-06   0.502265E-06   0.406102E-05
    577     0.50   415.50      0.434473E-03   0.435999E-03  -0.112537E-02   0.719637E-04
    578     1.50   415.50      0.423061E-03   0.432087E-03  -0.110916E-02   0.212691E-03
    579     2.50   415.50      0.401276E-03   0.424597E-03  -0.107811E-02   0.344663E-03
    580     3.50   415.50      0.370433E-03   0.413831E-03  -0.103370E-02   0.463207E-03
    581     4.25   415.50      0.342483E-03   0.403793E-03  -0.992786E-03   0.541300E-03
    582     4.75   415.50      0.321754E-03   0.396264E-03  -0.962448E-03   0.587281E-03
    583     5.50   415.50      0.288923E-03   0.383901E-03  -0.913888E-03   0.645750E-03
    584     6.50   415.50      0.242754E-03   0.365774E-03  -0.843870E-03   0.706464E-03
    585     7.50   415.50      0.196070E-03   0.346252E-03  -0.771176E-03   0.745906E-03
    586     8.50   415.50      0.150036E-03   0.325853E-03  -0.696832E-03   0.767295E-03
    587    10.00   415.50      0.868363E-04   0.294569E-03  -0.588847E-03   0.767943E-03
    588    13.00   415.50     -0.960742E-05   0.234225E-03  -0.399354E-03   0.695235E-03
    589    19.00   415.50     -0.918377E-04   0.139478E-03  -0.155987E-03   0.460343E-03
    590    31.00   415.50     -0.768047E-04   0.490732E-04  -0.128399E-04   0.162773E-03
    591    55.00   415.50     -0.234186E-04   0.916806E-05   0.311472E-05   0.285573E-04
    592   103.00   415.50     -0.408460E-05   0.807639E-06   0.375577E-06   0.394161E-05
    593     0.50   416.50      0.450330E-03   0.452061E-03  -0.121382E-02   0.859993E-04
    594     1.50   416.50      0.437632E-03   0.447699E-03  -0.119474E-02   0.253907E-03
    595     2.50   416.50      0.413036E-03   0.439306E-03  -0.115760E-02   0.410221E-03
    596     3.50   416.50      0.378304E-03   0.427156E-03  -0.110460E-02   0.549080E-03
    597     4.25   416.50      0.347200E-03   0.415879E-03  -0.105633E-02   0.639352E-03
    598     4.75   416.50      0.324423E-03   0.407468E-03  -0.102090E-02   0.691396E-03
    599     5.50   416.50      0.288159E-03   0.393705E-03  -0.963883E-03   0.756543E-03
    600     6.50   416.50      0.238010E-03   0.373630E-03  -0.883056E-03   0.821439E-03
    601     7.50   416.50      0.187784E-03   0.352187E-03  -0.799762E-03   0.860663E-03
    602     8.50   416.50      0.139211E-03   0.329947E-03  -0.716378E-03   0.877608E-03
    603    10.00   416.50      0.739801E-04   0.296245E-03  -0.597265E-03   0.865943E-03
    604    13.00   416.50     -0.223779E-04   0.232441E-03  -0.394253E-03   0.761248E-03
    605    19.00   416.50     -0.977931E-04   0.135269E-03  -0.147012E-03   0.478984E-03
    606    31.00   416.50     -0.757599E-04   0.460128E-04  -0.960791E-05   0.159580E-03
    607    55.00   416.50     -0.218512E-04   0.829532E-05   0.306865E-05   0.273112E-04
    608   103.00   416.50     -0.364038E-05   0.708483E-06   0.240053E-06   0.382903E-05
    609     0.50   417.50      0.475779E-03   0.477807E-03  -0.132272E-02   0.101106E-03
    610     1.50   417.50      0.460816E-03   0.472673E-03  -0.129938E-02   0.298144E-03
    611     2.50   417.50      0.431927E-03   0.462792E-03  -0.125412E-02   0.480552E-03
    612     3.50   417.50      0.391431E-03   0.448550E-03  -0.118994E-02   0.640504E-03
    613     4.25   417.50      0.355447E-03   0.435391E-03  -0.113187E-02   0.742866E-03
    614     4.75   417.50      0.329292E-03   0.425616E-03  -0.108946E-02   0.800917E-03
    615     5.50   417.50      0.288062E-03   0.409698E-03  -0.102176E-02   0.872058E-03
    616     6.50   417.50      0.231828E-03   0.386667E-03  -0.926894E-03   0.939765E-03
    617     7.50   417.50      0.176464E-03   0.362295E-03  -0.830433E-03   0.977027E-03
    618     8.50   417.50      0.124244E-03   0.337300E-03  -0.735800E-03   0.987622E-03
    619    10.00   417.50      0.560119E-04   0.299971E-03  -0.603086E-03   0.961353E-03
    620    13.00   417.50     -0.395381E-04   0.231076E-03  -0.385207E-03   0.822683E-03
    621    19.00   417.50     -0.104973E-03   0.130504E-03  -0.135809E-03   0.494072E-03
    622    31.00   417.50     -0.742260E-04   0.426972E-04  -0.635162E-05   0.155755E-03
    623    55.00   417.50     -0.201696E-04   0.739927E-05   0.297187E-05   0.261170E-04
