 TITLE = "GEORGIA TECH TEST PIT GRID (140 elements, linear run)                           "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  721, E=  140, F=FEPOINT, ET=QUADRILATERAL
 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1614532E-03 0.0000000E+00 -3.459713     -3.459713     -5.189569     0.0000000E+00
 0.7000000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1614700E-03 0.2073909E-05 -3.460072     -3.460072     -5.190108     0.1111023E-01
  1.400000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1614188E-03 0.4144006E-05 -3.458974     -3.458974     -5.188461     0.2220003E-01
  2.975000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1613934E-03 0.8780326E-05 -3.458429     -3.458429     -5.187644     0.4703746E-01
  4.550000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1610317E-03 0.1333824E-04 -3.450680     -3.450680     -5.176019     0.7145485E-01
  7.050000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1606408E-03 0.2036239E-04 -3.442304     -3.442304     -5.163455     0.1090842    
  9.550000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1595089E-03 0.2695489E-04 -3.418048     -3.418048     -5.127072     0.1444012    
  13.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1583051E-03 0.3634993E-04 -3.392253     -3.392253     -5.088380     0.1947318    
  17.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1559041E-03 0.4399224E-04 -3.340803     -3.340803     -5.011205     0.2356727    
  25.05000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1500890E-03 0.5238821E-04 -3.216192     -3.216192     -4.824288     0.2806511    
  32.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1453821E-03 0.5464683E-04 -3.115330     -3.115330     -4.672995     0.2927509    
  42.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1360181E-03 0.4709257E-04 -2.914674     -2.914674     -4.372011     0.2522816    
  52.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1321717E-03 0.3548643E-04 -2.832251     -2.832251     -4.248377     0.1901059    
  65.05000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1273173E-03 0.1725559E-04 -2.728228     -2.728228     -4.092341     0.9244066E-01
  77.55000     0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 0.0000000E+00 -.1264690E-03 0.0000000E+00 -2.710051     -2.710051     -4.065076     0.0000000E+00
