"Radial","@depth 6.1","@depth 6.1","@depth 8.7","@depth 8.7"
"Dist. (in.)","Pinterface","Pcontinuum","Pinterface","Pcontinuum"
0,0,3.49,0,3.35
0.7,7.92,10.5,5.68,10.1
1.4,25.31,14.55,14.87,13.99
2.975,26.41,19.2,19.84,20.5
4.55,33.53,20.56,25.73,22
7.05,91.96,4.76,73.49,5.35
9.55,53.13,3.38,43.98,4.44
