

%-------------------------------------------------------------------------------------------------------%
                  2D Axisymmetric Finite Element Analysis (Linear Elastic version)
%-------------------------------------------------------------------------------------------------------%


%---------------------------------------------------------------%
                 FEM Program Standard Output
%---------------------------------------------------------------%

                     Nodal Displacements (in.): 

              Nodal Index  |      Displacement (R, Z)
                  489      |      (1.025e-04, -6.926e-04)
                  490      |      (1.082e-04, -5.134e-04)
                  491      |      (5.952e-05, -2.975e-04)
                  492      |      (0.000e+00, -1.943e-04)
                  493      |      (0.000e+00, -7.626e-04)
                  494      |      (6.668e-06, -7.622e-04)
                  495      |      (1.330e-05, -7.609e-04)
                  496      |      (1.987e-05, -7.588e-04)
                  497      |      (2.633e-05, -7.560e-04)
                  498      |      (3.266e-05, -7.523e-04)
                  499      |      (3.884e-05, -7.478e-04)
                  500      |      (4.482e-05, -7.426e-04)
                  501      |      (5.059e-05, -7.367e-04)
                  502      |      (5.611e-05, -7.302e-04)
                  503      |      (6.138e-05, -7.230e-04)
                  504      |      (7.908e-05, -6.896e-04)
                  505      |      (9.209e-05, -6.499e-04)
                  506      |      (1.029e-04, -5.716e-04)
                  507      |      (1.019e-04, -4.945e-04)
                  508      |      (8.420e-05, -3.781e-04)
                  509      |      (6.028e-05, -2.949e-04)
                  510      |      (2.555e-05, -2.173e-04)
                  511      |      (0.000e+00, -1.946e-04)
                  512      |      (0.000e+00, -7.049e-04)
                  513      |      (1.165e-05, -7.036e-04)
                  514      |      (2.309e-05, -6.995e-04)
                  515      |      (3.411e-05, -6.928e-04)
                  516      |      (4.454e-05, -6.836e-04)
                  517      |      (5.422e-05, -6.722e-04)
                  518      |      (8.267e-05, -6.109e-04)
                  519      |      (9.553e-05, -4.760e-04)
                  520      |      (6.023e-05, -2.919e-04)
                  521      |      (0.000e+00, -1.947e-04)
                  522      |      (0.000e+00, -6.541e-04)
                  523      |      (5.136e-06, -6.538e-04)
                  524      |      (1.025e-05, -6.530e-04)
                  525      |      (1.532e-05, -6.516e-04)
                  526      |      (2.033e-05, -6.496e-04)
                  527      |      (2.526e-05, -6.471e-04)
                  528      |      (3.009e-05, -6.440e-04)
                  529      |      (3.480e-05, -6.404e-04)
                  530      |      (3.938e-05, -6.364e-04)
                  531      |      (4.380e-05, -6.318e-04)
                  532      |      (4.805e-05, -6.268e-04)
