 TITLE ="GEORGIA TECH TEST PIT GRID (LINEAR ELASTIC/ANISOTROPIC RUN)                     "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  383, E=  112, F=FEPOINT, ET=QUADRILATERAL
  2.97499990 34.00000000  0.00049387 -0.01065114     0.0001631     0.0001660    -0.0005764     0.0000672    -1.4207591    -1.4083157    -4.5901156     0.1439595
  4.55000019 34.00000000  0.00074741 -0.01056788     0.0001591     0.0001643    -0.0005689     0.0001029    -1.4235228    -1.4011784    -4.5434181     0.2204050
  7.05000019 34.00000000  0.00112678 -0.01035663     0.0001442     0.0001598    -0.0005523     0.0001550    -1.5094295    -1.4426572    -4.4946111     0.3322223
  9.55000019 34.00000000  0.00146864 -0.01007128     0.0001264     0.0001538    -0.0005271     0.0002036    -1.5744678    -1.4572395    -4.3754005     0.4362732
 13.55000019 34.00000000  0.00189261 -0.00947135     0.0000884     0.0001397    -0.0004741     0.0002531    -1.7303001    -1.5104040    -4.1408489     0.5423778
 17.54999924 34.00000000  0.00217558 -0.00876955     0.0000479     0.0001240    -0.0004172     0.0002887    -1.8974895    -1.5715422    -3.8908343     0.6186231
 25.04999924 34.00000000  0.00230945 -0.00738553    -0.0000070     0.0000922    -0.0003011     0.0002469    -1.8804359    -1.4553093    -3.1407439     0.5290575
 32.54999924 34.00000000  0.00207054 -0.00622819    -0.0000530     0.0000636    -0.0002180     0.0001843    -2.0052948    -1.5054081    -2.7123920     0.3950023
 42.54999924 34.00000000  0.00155854 -0.00520370    -0.0000530     0.0000366    -0.0001613     0.0001031    -1.7504709    -1.3661397    -2.2143062     0.2208977
 52.54999924 34.00000000  0.00100957 -0.00462382    -0.0000533     0.0000192    -0.0001327     0.0000411    -1.6583936    -1.3474544    -1.9984153     0.0880671
 65.05000305 34.00000000  0.00044508 -0.00432702    -0.0000404     0.0000068    -0.0001237     0.0000160    -1.5208151    -1.3184233    -1.8778749     0.0342054
 77.55000305 34.00000000  0.00000000 -0.00424514    -0.0000308     0.0000000    -0.0001225    -0.0000020    -1.4463048    -1.3141756    -1.8391342    -0.0043843
  0.00000000 38.00000000  0.00000000 -0.01323402     0.0002153     0.0002153    -0.0006853     0.0000000    -1.2611148    -1.2611148    -5.1208392    -0.0000951
  1.39999998 38.00000000  0.00030056 -0.01321280     0.0002146     0.0002147    -0.0006834     0.0000505    -1.2580312    -1.2578746    -5.1069363     0.1081737
  4.55000019 38.00000000  0.00095589 -0.01301679     0.0002025     0.0002101    -0.0006636     0.0001619    -1.2839539    -1.2513340    -4.9956791     0.3469861
  9.55000019 38.00000000  0.00184794 -0.01229792     0.0001533     0.0001935    -0.0005908     0.0003159    -1.4338919    -1.2616464    -4.6227550     0.6768484
 17.54999924 38.00000000  0.00261234 -0.01043597     0.0000303     0.0001489    -0.0004105     0.0003860    -1.8528339    -1.3448336    -3.7420187     0.8272236
 32.54999924 38.00000000  0.00224109 -0.00703701    -0.0000704     0.0000689    -0.0001839     0.0001886    -1.8906450    -1.2939587    -2.3770100     0.4040599
 52.54999924 38.00000000  0.00099924 -0.00511385    -0.0000535     0.0000190    -0.0001124     0.0000256    -1.4875756    -1.1769569    -1.7400410     0.0549461
 77.55000305 38.00000000  0.00000000 -0.00470152    -0.0000294     0.0000000    -0.0001056    -0.0000027    -1.2827001    -1.1568892    -1.6095228    -0.0057131
  0.00000000 42.00000000  0.00000000 -0.01619865     0.0002895     0.0002895    -0.0007827    -0.0000006    -0.5049543    -0.5049543    -5.1003142    -0.0013619
  0.69999999 42.00000000  0.00020244 -0.01619169     0.0002889     0.0002892    -0.0007823     0.0000351    -0.5125113    -0.5111340    -5.1033863     0.0752675
  1.39999998 42.00000000  0.00040444 -0.01616989     0.0002883     0.0002889    -0.0007802     0.0000720    -0.5045273    -0.5020928    -5.0839469     0.1542236
  2.97499990 42.00000000  0.00085071 -0.01606134     0.0002783     0.0002860    -0.0007742     0.0001554    -0.6069268    -0.5741623    -5.1177737     0.3330276
  4.55000019 42.00000000  0.00128111 -0.01587663     0.0002642     0.0002816    -0.0007591     0.0002338    -0.6969041    -0.6223236    -5.0823310     0.5010141
  7.05000019 42.00000000  0.00188594 -0.01542464     0.0002238     0.0002675    -0.0007196     0.0003536    -0.9978360    -0.8103954    -5.0407865     0.7577357
  9.55000019 42.00000000  0.00239997 -0.01479734     0.0001774     0.0002513    -0.0006645     0.0004595    -1.2606373    -0.9440658    -4.8691135     0.9845697
 13.55000019 42.00000000  0.00290688 -0.01348450     0.0000860     0.0002145    -0.0005298     0.0005058    -1.5965878    -1.0458670    -4.2360247     1.0837689
 17.54999924 42.00000000  0.00308819 -0.01205348    -0.0000011     0.0001760    -0.0004065     0.0005100    -1.9896269    -1.2309642    -3.7272667     1.0928084
 25.04999924 42.00000000  0.00286282 -0.00956157    -0.0000534     0.0001143    -0.0002433     0.0003419    -1.7914834    -1.0730209    -2.6053340     0.7326992
 32.54999924 42.00000000  0.00228784 -0.00769908    -0.0000919     0.0000703    -0.0001480     0.0001911    -1.8472056    -1.1521922    -2.0875797     0.4094170
 42.54999924 42.00000000  0.00152589 -0.00626210    -0.0000686     0.0000359    -0.0001044     0.0000796    -1.4691854    -1.0215112    -1.6225090     0.1705543
 52.54999924 42.00000000  0.00091592 -0.00552279    -0.0000509     0.0000174    -0.0000913     0.0000078    -1.2874506    -0.9948041    -1.4610012     0.0168165
 65.05000305 42.00000000  0.00038499 -0.00517439    -0.0000366     0.0000059    -0.0000876     0.0000013    -1.1712377    -0.9888587    -1.3896852     0.0028634
 77.55000305 42.00000000  0.00000000 -0.00509006    -0.0000250     0.0000000    -0.0000887    -0.0000038    -1.0810470    -0.9740666    -1.3541194    -0.0081777
  0.00000000 44.50000000  0.00000000 -0.01841372     0.0003793     0.0003793    -0.0010036    -0.0000009    -0.4736873    -0.4736873    -6.4005493    -0.0018777
  1.39999998 44.50000000  0.00052597 -0.01837352     0.0003760     0.0003757    -0.0009976     0.0001262    -0.4961189    -0.4974811    -6.3829633     0.2704862
  4.55000019 44.50000000  0.00164007 -0.01798922     0.0003333     0.0003605    -0.0009382     0.0003978    -0.6670499    -0.5505498    -6.1161593     0.8525096
  9.55000019 44.50000000  0.00293221 -0.01654735     0.0001733     0.0003070    -0.0007299     0.0006665    -1.3958326    -0.8228102    -5.2667600     1.4281098
 17.54999924 44.50000000  0.00345612 -0.01304076    -0.0000461     0.0001969    -0.0003751     0.0005941    -2.1200718    -1.0783784    -3.5298276     1.2731654
 32.54999924 44.50000000  0.00224738 -0.00803863    -0.0001002     0.0000690    -0.0001229     0.0001733    -1.7502086    -1.0246935    -1.8471862     0.3714004
 52.54999924 44.50000000  0.00082251 -0.00573651    -0.0000466     0.0000157    -0.0000804    -0.0000043    -1.1539946    -0.8871667    -1.2987021    -0.0091891
 77.55000305 44.50000000  0.00000000 -0.00530086    -0.0000215     0.0000000    -0.0000799    -0.0000044    -0.9611903    -0.8691861    -1.2117750    -0.0094201
  0.00000000 47.00000000  0.00000000 -0.02121665     0.0005468     0.0005468    -0.0014909     0.0000040    -0.2567440    -0.2567440    -6.5360654     0.0064537
  0.69999999 47.00000000  0.00038040 -0.02120054     0.0005401     0.0005434    -0.0014861     0.0001506    -0.3148923    -0.3042168    -6.5592353     0.2145252
  1.39999998 47.00000000  0.00075615 -0.02115783     0.0005321     0.0005401    -0.0014684     0.0003033    -0.3251175    -0.2994656    -6.4997680     0.4338166
  2.97499990 47.00000000  0.00155868 -0.02093257     0.0004883     0.0005239    -0.0014529     0.0006389    -0.6862150    -0.5716941    -6.6372047     0.9039983
  4.55000019 47.00000000  0.00229429 -0.02056757     0.0004290     0.0005042    -0.0013905     0.0009178    -0.9907177    -0.7487796    -6.5539342     1.3141681
  7.05000019 47.00000000  0.00316823 -0.01964078     0.0002870     0.0004494    -0.0012184     0.0012345    -1.6356738    -1.1137404    -6.2043614     1.7473240
  9.55000019 47.00000000  0.00372937 -0.01844676     0.0001490     0.0003905    -0.0010408     0.0014002    -2.2058175    -1.4293807    -5.7608681     1.9932765
 13.55000019 47.00000000  0.00402232 -0.01618498     0.0000105     0.0002969    -0.0007070     0.0012395    -2.1994761    -1.2789648    -4.3374996     1.7773011
 17.54999924 47.00000000  0.00381312 -0.01392885    -0.0001109     0.0002173    -0.0004832     0.0010207    -2.4625787    -1.4076136    -3.5007619     1.4578801
 25.04999924 47.00000000  0.00298961 -0.01059247    -0.0001128     0.0001193    -0.0002502     0.0005644    -1.7640534    -1.0178978    -2.1233316     0.8084491
 32.54999924 47.00000000  0.00212125 -0.00831344    -0.0001096     0.0000652    -0.0001600     0.0002163    -1.5318144    -0.9699181    -1.6261304     0.3126977
 42.54999924 47.00000000  0.00126373 -0.00669641    -0.0000710     0.0000297    -0.0001186     0.0000726    -1.1495363    -0.8258927    -1.2493196     0.1015440
 52.54999924 47.00000000  0.00070146 -0.00592466    -0.0000404     0.0000133    -0.0001121    -0.0000305    -0.9339962    -0.7613709    -1.1196014    -0.0415111
 65.05000305 47.00000000  0.00028079 -0.00556646    -0.0000281     0.0000043    -0.0001123    -0.0000120    -0.8716982    -0.7676358    -1.0959517    -0.0177088
 77.55000305 47.00000000  0.00000000 -0.00548974    -0.0000169     0.0000000    -0.0001110    -0.0000051    -0.7910381    -0.7368217    -1.0510161    -0.0082319
