 TITLE ="GEORGIA TECH TEST PIT GRID (linear elastic)                                     "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  475, E=  140, F=FEPOINT, ET=QUADRILATERAL
 32.54999924 20.00000000  0.00071679 -0.00266037    -0.0000037     0.0000220    -0.0002049     0.0001045    -2.2922393    -2.0994352    -3.5344085     0.3156234
 42.54999924 20.00000000  0.00064034 -0.00237793    -0.0000120     0.0000150    -0.0001744     0.0000811    -2.1896248    -1.9870064    -3.1729300     0.2470235
 52.54999924 20.00000000  0.00047746 -0.00217568    -0.0000199     0.0000091    -0.0001547     0.0000545    -2.1826446    -1.9653857    -2.9693227     0.1645792
 65.05000305 20.00000000  0.00023838 -0.00204265    -0.0000191     0.0000037    -0.0001420     0.0000256    -2.0839471    -1.9132251    -2.7953089     0.0777865
 77.55000305 20.00000000  0.00000000 -0.00199903    -0.0000190     0.0000000    -0.0001375    -0.0000001    -2.0743525    -1.9315393    -2.7544956    -0.0003256
  0.00000000 25.00000000  0.00000000 -0.00563360     0.0000776     0.0000776    -0.0004445    -0.0000001    -2.1478902    -2.1478902    -4.3855841    -0.0002948
  1.39999998 25.00000000  0.00010835 -0.00562859     0.0000774     0.0000774    -0.0004439     0.0000165    -2.1470888    -2.1469316    -4.3811462     0.0353146
  4.55000019 25.00000000  0.00034707 -0.00558203     0.0000742     0.0000763    -0.0004380     0.0000528    -2.1461048    -2.1372157    -4.3411311     0.1130691
  9.55000019 25.00000000  0.00068983 -0.00541641     0.0000626     0.0000722    -0.0004172     0.0001030    -2.1512830    -2.1101411    -4.2075774     0.2207074
 17.54999924 25.00000000  0.00108224 -0.00498831     0.0000335     0.0000617    -0.0003659     0.0001528    -2.1767572    -2.0561866    -3.8887040     0.3275150
 32.54999924 25.00000000  0.00122888 -0.00404786    -0.0000132     0.0000378    -0.0002669     0.0001437    -2.1335868    -1.9154046    -3.2212289     0.3080052
 52.54999924 25.00000000  0.00074835 -0.00322186    -0.0000327     0.0000142    -0.0001940     0.0000683    -1.9613493    -1.7600283    -2.6523336     0.1463453
 77.55000305 25.00000000  0.00000000 -0.00293536    -0.0000281     0.0000000    -0.0001722    -0.0000005    -1.8365718    -1.7162732    -2.4541111    -0.0010106
  0.00000000 30.00000000  0.00000000 -0.00796059     0.0001080     0.0001080    -0.0004843     0.0000002    -1.8375242    -1.8375242    -4.3760379     0.0004093
  0.69999999 30.00000000  0.00007548 -0.00795835     0.0001077     0.0001078    -0.0004841     0.0000101    -1.8406522    -1.8400017    -4.3768268     0.0216669
  1.39999998 30.00000000  0.00015075 -0.00795192     0.0001076     0.0001077    -0.0004834     0.0000205    -1.8367243    -1.8364331    -4.3695566     0.0440182
  2.97499990 30.00000000  0.00031844 -0.00792082     0.0001051     0.0001070    -0.0004803     0.0000428    -1.8479624    -1.8396060    -4.3566270     0.0916307
  4.55000019 30.00000000  0.00048178 -0.00786926     0.0001026     0.0001059    -0.0004749     0.0000649    -1.8436753    -1.8296691    -4.3187849     0.1390814
  7.05000019 30.00000000  0.00072757 -0.00774523     0.0000937     0.0001032    -0.0004624     0.0000951    -1.8737119    -1.8331030    -4.2570681     0.2038886
  9.55000019 30.00000000  0.00095041 -0.00757816     0.0000842     0.0000995    -0.0004456     0.0001241    -1.8836578    -1.8181852    -4.1545970     0.2658529
 13.55000019 30.00000000  0.00124484 -0.00723599     0.0000633     0.0000919    -0.0004118     0.0001516    -1.9287802    -1.8062291    -3.9648420     0.3248435
 17.54999924 30.00000000  0.00145661 -0.00683926     0.0000407     0.0000830    -0.0003750     0.0001745    -1.9796256    -1.7983206    -3.7611406     0.3739250
 25.04999924 30.00000000  0.00163274 -0.00604158     0.0000082     0.0000652    -0.0003045     0.0001664    -1.9456319    -1.7014027    -3.2855630     0.3565427
 32.54999924 30.00000000  0.00157949 -0.00532976    -0.0000223     0.0000485    -0.0002469     0.0001442    -1.9873999    -1.6837525    -2.9498589     0.3090110
 42.54999924 30.00000000  0.00130367 -0.00459374    -0.0000329     0.0000306    -0.0001953     0.0001007    -1.8340953    -1.5617665    -2.5298975     0.2158271
 52.54999924 30.00000000  0.00092140 -0.00411532    -0.0000420     0.0000175    -0.0001638     0.0000587    -1.7944347    -1.5391249    -2.3163828     0.1257706
 65.05000305 30.00000000  0.00043775 -0.00381355    -0.0000369     0.0000067    -0.0001471     0.0000262    -1.6768549    -1.4900613    -2.1492389     0.0562454
 77.55000305 30.00000000  0.00000000 -0.00372065    -0.0000332     0.0000000    -0.0001421    -0.0000009    -1.6445893    -1.5023743    -2.1113464    -0.0019793
  0.00000000 33.00000000  0.00000000 -0.00945135     0.0001260     0.0001260    -0.0005114     0.0000000    -1.6827579    -1.6827579    -4.4147153    -0.0000321
  1.39999998 33.00000000  0.00017587 -0.00943925     0.0001256     0.0001256    -0.0005102     0.0000258    -1.6815508    -1.6814730    -4.4064036     0.0552817
  4.55000019 33.00000000  0.00056089 -0.00932674     0.0001189     0.0001233    -0.0004988     0.0000815    -1.6897535    -1.6710213    -4.3368838     0.1746656
  9.55000019 33.00000000  0.00109686 -0.00893393     0.0000949     0.0001149    -0.0004601     0.0001531    -1.7396608    -1.6539408    -4.1180150     0.3280700
 17.54999924 33.00000000  0.00165115 -0.00796188     0.0000411     0.0000941    -0.0003729     0.0002029    -1.8611230    -1.6341153    -3.6354078     0.4348109
 32.54999924 33.00000000  0.00173096 -0.00604843    -0.0000280     0.0000532    -0.0002311     0.0001496    -1.8854764    -1.5375314    -2.7560318     0.3206779
